"year","production_area","country","iso","general_name","species","common_name","sci_name","quantity","aquaculture","log10_aqua","post"
1990,77,"Honduras","HND","Lobster","SLV","tropical spiny lobsters","Panulirus spp",10,0,0,1
1990,61,"Hong Kong SAR China","HKG","Lobster","SLV","tropical spiny lobsters","Panulirus spp",66,0,0,1
1990,27,"Iceland","ISL","Lobster","NEP","norway lobster","Nephrops norvegicus",1692,0,0,1
1990,27,"Iceland","ISL","Salmon","SAL","atlantic salmon","Salmo salar",202,225642,5.35341994048216,1
1990,5,"Iceland","ISL","Salmon","SAL","atlantic salmon","Salmo salar",426,225642,5.35341994048216,1
1990,57,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",354,0,0,1
1990,71,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",472,0,0,1
1990,51,"Iran","IRN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",47,0,0,1
1990,27,"Ireland","IRL","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",174,0,0,1
1990,27,"Ireland","IRL","Lobster","LBE","european lobster","Homarus gammarus",553,0,0,1
1990,27,"Ireland","IRL","Lobster","NEP","norway lobster","Nephrops norvegicus",3878,0,0,1
1990,5,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",47,225642,5.35341994048216,1
1990,27,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",567,225642,5.35341994048216,1
1990,27,"Isle of Man","IMN","Lobster","LBE","european lobster","Homarus gammarus",5,0,0,1
1990,27,"Isle of Man","IMN","Lobster","NEP","norway lobster","Nephrops norvegicus",25,0,0,1
1990,34,"Italy","ITA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",99,0,0,1
1990,37,"Italy","ITA","Lobster","NEP","norway lobster","Nephrops norvegicus",4785,0,0,1
1990,37,"Italy","ITA","Lobster","SLO","common spiny lobster","Palinurus elephas",527,0,0,1
1990,41,"Italy","ITA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",25,0,0,1
1990,51,"Italy","ITA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",42,0,0,1
1990,31,"Jamaica","JAM","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,1
1990,4,"Japan","JPN","Salmon","CHE","masu salmon","Oncorhynchus masou",836,29,1.46239799789896,1
1990,61,"Japan","JPN","Salmon","CHE","masu salmon","Oncorhynchus masou",1924,29,1.46239799789896,1
1990,61,"Japan","JPN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",295,14998,4.17603334926402,1
1990,4,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",15284,0,0,0
1990,61,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",207989,0,0,0
1990,61,"Japan","JPN","Salmon","COH","coho salmon","Oncorhynchus kisutch",429,39164,4.59288704189544,1
1990,61,"Japan","JPN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",1141,0,0,1
1990,4,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",549,0,0,0
1990,61,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",11995,0,0,0
1990,4,"Japan","JPN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",97,0,0,0
1990,61,"Japan","JPN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",547,0,0,0
1990,51,"Kenya","KEN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",74,0,0,1
1990,27,"Latvia","LVA","Salmon","SAL","atlantic salmon","Salmo salar",607,225642,5.35341994048216,1
1990,27,"Lithuania","LTU","Salmon","SAL","atlantic salmon","Salmo salar",67,225642,5.35341994048216,1
1990,51,"Madagascar","MDG","Lobster","SLV","tropical spiny lobsters","Panulirus spp",310,0,0,1
1990,57,"Malaysia","MYS","Lobster","SLV","tropical spiny lobsters","Panulirus spp",57,0,0,1
1990,71,"Malaysia","MYS","Lobster","SLV","tropical spiny lobsters","Panulirus spp",634,0,0,1
1990,31,"Martinique","MTQ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",100,0,0,1
1990,34,"Mauritania","MRT","Lobster","VLO","spiny lobsters","Palinuridae",100,0,0,1
1990,51,"Mauritius","MUS","Lobster","SLV","tropical spiny lobsters","Panulirus spp",14,0,0,1
1990,31,"Mexico","MEX","Lobster","SLC","caribbean spiny lobster","Panulirus argus",658,0,0,1
1990,77,"Mexico","MEX","Lobster","SLV","tropical spiny lobsters","Panulirus spp",1700,0,0,1
1990,71,"Micronesia (Federated States of)","FSM","Lobster","SLV","tropical spiny lobsters","Panulirus spp",10,0,0,1
1990,37,"Morocco","MAR","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",3,0,0,1
1990,34,"Morocco","MAR","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",93,0,0,1
1990,34,"Morocco","MAR","Lobster","LBE","european lobster","Homarus gammarus",12,0,0,1
1990,34,"Morocco","MAR","Lobster","NEP","norway lobster","Nephrops norvegicus",3,0,0,1
1990,37,"Morocco","MAR","Lobster","NEP","norway lobster","Nephrops norvegicus",3,0,0,1
1990,51,"Mozambique","MOZ","Lobster","NEM","mozambique lobster","Metanephrops mozambicus",207,0,0,1
1990,51,"Mozambique","MOZ","Lobster","VLO","spiny lobsters","Palinuridae",468,0,0,1
1990,47,"Namibia","NAM","Lobster","LBC","cape rock lobster","Jasus lalandii",516,0,0,1
1990,27,"Netherlands","NLD","Lobster","NEP","norway lobster","Nephrops norvegicus",8,0,0,1
1990,71,"New Caledonia","NCL","Lobster","SLV","tropical spiny lobsters","Panulirus spp",12,0,0,1
1990,81,"New Zealand","NZL","Salmon","ASA","australian salmon","Arripis trutta",8340,0,0,0
1990,81,"New Zealand","NZL","Lobster","LOG","green rock lobster","Jasus verreauxi",2,0,0,1
1990,81,"New Zealand","NZL","Lobster","LOR","red rock lobster","Jasus edwardsii",3120,0,0,1
1990,81,"New Zealand","NZL","Lobster","MEC","new zealand lobster","Metanephrops challengeri",627,0,0,1
1990,77,"Nicaragua","NIC","Lobster","NUG","green spiny lobster","Panulirus gracilis",66,0,0,1
1990,31,"Nicaragua","NIC","Lobster","SLC","caribbean spiny lobster","Panulirus argus",717,0,0,1
1990,34,"Nigeria","NGA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",2600,0,0,1
1990,71,"Northern Mariana Islands","MNP","Lobster","SLV","tropical spiny lobsters","Panulirus spp",2,0,0,1
1990,27,"Norway","NOR","Lobster","LBE","european lobster","Homarus gammarus",33,0,0,1
1990,27,"Norway","NOR","Lobster","NEP","norway lobster","Nephrops norvegicus",187,0,0,1
1990,5,"Norway","NOR","Salmon","SAL","atlantic salmon","Salmo salar",417,225642,5.35341994048216,1
1990,27,"Norway","NOR","Salmon","SAL","atlantic salmon","Salmo salar",417,225642,5.35341994048216,1
1990,51,"Oman","OMN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",1499,0,0,1
1990,51,"Pakistan","PAK","Lobster","SLV","tropical spiny lobsters","Panulirus spp",470,0,0,1
1990,71,"Palau","PLW","Lobster","SLV","tropical spiny lobsters","Panulirus spp",2,0,0,1
1990,31,"Panama","PAN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",300,0,0,1
1990,71,"Papua New Guinea","PNG","Lobster","SLV","tropical spiny lobsters","Panulirus spp",80,0,0,1
1990,87,"Peru","PER","Lobster","NUG","green spiny lobster","Panulirus gracilis",11,0,0,1
1990,71,"Philippines","PHL","Lobster","LOS","slipper lobsters","Scyllaridae",36,0,0,1
1990,71,"Philippines","PHL","Lobster","SLV","tropical spiny lobsters","Panulirus spp",576,0,0,1
1990,27,"Poland","POL","Salmon","SAL","atlantic salmon","Salmo salar",568,225642,5.35341994048216,1
1990,27,"Portugal","PRT","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",206,0,0,1
1990,34,"Portugal","PRT","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",364,0,0,1
1990,27,"Portugal","PRT","Lobster","LBE","european lobster","Homarus gammarus",6,0,0,1
1990,34,"Portugal","PRT","Lobster","NEP","norway lobster","Nephrops norvegicus",2,0,0,1
1990,27,"Portugal","PRT","Lobster","NEP","norway lobster","Nephrops norvegicus",692,0,0,1
1990,51,"Qatar","QAT","Lobster","THQ","flathead lobster","Thenus orientalis",12,0,0,1
1990,61,"Russia","RUS","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",167,14998,4.17603334926402,1
1990,5,"Russia","RUS","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",1083,14998,4.17603334926402,1
1990,5,"Russia","RUS","Salmon","CHU","chum salmon","Oncorhynchus keta",3540,0,0,0
1990,61,"Russia","RUS","Salmon","CHU","chum salmon","Oncorhynchus keta",23602,0,0,0
1990,61,"Russia","RUS","Salmon","COH","coho salmon","Oncorhynchus kisutch",796,39164,4.59288704189544,1
1990,5,"Russia","RUS","Salmon","COH","coho salmon","Oncorhynchus kisutch",1457,39164,4.59288704189544,1
1990,5,"Russia","RUS","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",1476,0,0,0
1990,61,"Russia","RUS","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",71374,0,0,0
1990,27,"Russia","RUS","Salmon","SAL","atlantic salmon","Salmo salar",144,225642,5.35341994048216,1
1990,5,"Russia","RUS","Salmon","SAL","atlantic salmon","Salmo salar",308,225642,5.35341994048216,1
1990,61,"Russia","RUS","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",5177,0,0,0
1990,5,"Russia","RUS","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",11280,0,0,0
1990,51,"Saudi Arabia","SAU","Lobster","THQ","flathead lobster","Thenus orientalis",5,0,0,1
1990,34,"Senegal","SEN","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",59,0,0,1
1990,51,"Seychelles","SYC","Lobster","SLV","tropical spiny lobsters","Panulirus spp",3,0,0,1
1990,34,"Sierra Leone","SLE","Lobster","SLV","tropical spiny lobsters","Panulirus spp",10,0,0,1
1990,71,"Singapore","SGP","Lobster","LOS","slipper lobsters","Scyllaridae",46,0,0,1
1990,71,"Singapore","SGP","Lobster","SLV","tropical spiny lobsters","Panulirus spp",25,0,0,1
1990,51,"Somalia","SOM","Lobster","SLV","tropical spiny lobsters","Panulirus spp",543,0,0,1
1990,47,"South Africa","ZAF","Lobster","LBC","cape rock lobster","Jasus lalandii",3790,0,0,1
1990,51,"South Africa","ZAF","Lobster","NEM","mozambique lobster","Metanephrops mozambicus",282,0,0,1
1990,51,"South Africa","ZAF","Lobster","SLN","natal spiny lobster","Palinurus delagoae",24,0,0,1
1990,47,"South Africa","ZAF","Lobster","SLS","southern spiny lobster","Palinurus gilchristi",1042,0,0,1
1990,34,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",6,0,0,1
1990,27,"Spain","ESP","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",9,0,0,1
1990,27,"Spain","ESP","Lobster","LBE","european lobster","Homarus gammarus",13,0,0,1
1990,34,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",149,0,0,1
1990,37,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",560,0,0,1
1990,27,"Spain","ESP","Lobster","NEP","norway lobster","Nephrops norvegicus",1329,0,0,1
1990,5,"Spain","ESP","Salmon","SAL","atlantic salmon","Salmo salar",8,225642,5.35341994048216,1
1990,37,"Spain","ESP","Lobster","SLO","common spiny lobster","Palinurus elephas",130,0,0,1
1990,47,"St. Helena","SHN","Lobster","LBT","tristan da cunha rock lobster","Jasus tristani",451,0,0,1
1990,27,"Sweden","SWE","Lobster","LBE","european lobster","Homarus gammarus",18,0,0,1
1990,27,"Sweden","SWE","Lobster","NEP","norway lobster","Nephrops norvegicus",1098,0,0,1
1990,5,"Sweden","SWE","Salmon","SAL","atlantic salmon","Salmo salar",56,225642,5.35341994048216,1
1990,27,"Sweden","SWE","Salmon","SAL","atlantic salmon","Salmo salar",1258,225642,5.35341994048216,1
1990,61,"Taiwan","TWN","Lobster","IBC","japanese fan lobster","Ibacus ciliatus",310,0,0,1
1990,61,"Taiwan","TWN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",160,0,0,1
1990,57,"Thailand","THA","Lobster","THQ","flathead lobster","Thenus orientalis",138,0,0,1
1990,71,"Thailand","THA","Lobster","THQ","flathead lobster","Thenus orientalis",1192,0,0,1
1990,34,"Togo","TGO","Lobster","SLV","tropical spiny lobsters","Panulirus spp",53,0,0,1
1990,37,"Tunisia","TUN","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",24,0,0,1
1990,37,"Turkey","TUR","Lobster","LBE","european lobster","Homarus gammarus",210,0,0,1
1990,37,"Turkey","TUR","Lobster","SLO","common spiny lobster","Palinurus elephas",39,0,0,1
1990,31,"Turks & Caicos Islands","TCA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",210,0,0,1
1990,31,"U.S. Virgin Islands","VIR","Lobster","SLC","caribbean spiny lobster","Panulirus argus",60,0,0,1
1990,51,"Ukraine","UKR","Lobster","SLV","tropical spiny lobsters","Panulirus spp",62,0,0,1
1990,27,"United Kingdom","GBR","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",47,0,0,1
1990,27,"United Kingdom","GBR","Lobster","LBE","european lobster","Homarus gammarus",1397,0,0,1
1990,27,"United Kingdom","GBR","Lobster","LOQ","craylets, squat lobsters","Galatheidae",3,0,0,1
1990,27,"United Kingdom","GBR","Lobster","NEP","norway lobster","Nephrops norvegicus",25539,0,0,1
1990,5,"United Kingdom","GBR","Salmon","SAL","atlantic salmon","Salmo salar",901,225642,5.35341994048216,1
1990,77,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",1788,14998,4.17603334926402,1
1990,67,"United States","USA","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",9688,14998,4.17603334926402,1
1990,67,"United States","USA","Salmon","CHU","chum salmon","Oncorhynchus keta",31842,0,0,0
1990,77,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",133,39164,4.59288704189544,1
1990,2,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",213,39164,4.59288704189544,1
1990,67,"United States","USA","Salmon","COH","coho salmon","Oncorhynchus kisutch",21025,39164,4.59288704189544,1
1990,21,"United States","USA","Lobster","LBA","american lobster","Homarus americanus",27677,0,0,1
1990,67,"United States","USA","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",123556,0,0,0
1990,31,"United States","USA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",2606,0,0,1
1990,77,"United States","USA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",623,0,0,1
1990,67,"United States","USA","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",143933,0,0,0
1990,31,"Venezuela","VEN","Lobster","SLC","caribbean spiny lobster","Panulirus argus",1126,0,0,1
1990,51,"Yemen","YEM","Lobster","LOK","scalloped spiny lobster","Panulirus homarus",692,0,0,1
1990,51,"Yemen","YEM","Lobster","URW","arabian whip lobster","Puerulus sewelli",114,0,0,1
1990,27,NA,"","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",1,0,0,1
1990,37,NA,"YUG","Lobster","LBE","european lobster","Homarus gammarus",33,0,0,1
1990,27,NA,"","Lobster","LBE","european lobster","Homarus gammarus",129,0,0,1
1990,37,NA,"YUG","Lobster","NEP","norway lobster","Nephrops norvegicus",530,0,0,1
1991,37,"Algeria","DZA","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",10,0,0,1
1991,37,"Algeria","DZA","Lobster","NEP","norway lobster","Nephrops norvegicus",100,0,0,1
1991,31,"Anguilla","AIA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",49,0,0,1
1991,31,"Antigua & Barbuda","ATG","Lobster","SLC","caribbean spiny lobster","Panulirus argus",165,0,0,1
1991,81,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",339,0,0,0
1991,57,"Australia","AUS","Salmon","ASA","australian salmon","Arripis trutta",2627,0,0,0
1991,57,"Australia","AUS","Lobster","JSN","southern rock lobster","Jasus novaehollandiae",3021,0,0,1
1991,57,"Australia","AUS","Lobster","LOA","australian spiny lobster","Panulirus cygnus",10676,0,0,1
1991,81,"Australia","AUS","Lobster","LOG","green rock lobster","Jasus verreauxi",86,0,0,1
1991,81,"Australia","AUS","Lobster","LOS","slipper lobsters","Scyllaridae",65,0,0,1
1991,71,"Australia","AUS","Lobster","LOS","slipper lobsters","Scyllaridae",413,0,0,1
1991,71,"Australia","AUS","Lobster","SLV","tropical spiny lobsters","Panulirus spp",171,0,0,1
1991,31,"Bahamas","BHS","Lobster","SLC","caribbean spiny lobster","Panulirus argus",7566,0,0,1
1991,51,"Bahrain","BHR","Lobster","THQ","flathead lobster","Thenus orientalis",66,0,0,1
1991,27,"Belgium","BEL","Lobster","NEP","norway lobster","Nephrops norvegicus",439,0,0,1
1991,31,"Belize","BLZ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",493,0,0,1
1991,34,"Benin","BEN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",5,0,0,1
1991,31,"Bermuda","BMU","Lobster","SLC","caribbean spiny lobster","Panulirus argus",3,0,0,1
1991,41,"Brazil","BRA","Lobster","SLC","caribbean spiny lobster","Panulirus argus",11059,0,0,1
1991,31,"British Virgin Islands","VGB","Lobster","SLC","caribbean spiny lobster","Panulirus argus",90,0,0,1
1991,34,"Cameroon","CMR","Lobster","SLV","tropical spiny lobsters","Panulirus spp",4,0,0,1
1991,67,"Canada","CAN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",5058,24349,4.38648112968207,1
1991,67,"Canada","CAN","Salmon","CHU","chum salmon","Oncorhynchus keta",10236,0,0,0
1991,67,"Canada","CAN","Salmon","COH","coho salmon","Oncorhynchus kisutch",10053,44385,4.64723622421631,1
1991,21,"Canada","CAN","Lobster","LBA","american lobster","Homarus americanus",48493,0,0,1
1991,67,"Canada","CAN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",35096,0,0,0
1991,21,"Canada","CAN","Salmon","SAL","atlantic salmon","Salmo salar",490,266283,5.42534344115971,1
1991,67,"Canada","CAN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",25211,0,0,0
1991,34,"Cape Verde","CPV","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",45,0,0,1
1991,34,"Cape Verde","CPV","Lobster","SLV","tropical spiny lobsters","Panulirus spp",25,0,0,1
1991,87,"Chile","CHL","Salmon","COH","coho salmon","Oncorhynchus kisutch",12,44385,4.64723622421631,1
1991,87,"Chile","CHL","Lobster","CZJ","blue squat lobster","Cervimunida johni",6934,0,0,1
1991,87,"Chile","CHL","Lobster","LOF","juan fernandez rock lobster","Jasus frontalis",27,0,0,1
1991,87,"Chile","CHL","Lobster","PQG","carrot squat lobster","Pleuroncodes monodon",346,0,0,1
1991,87,"Colombia","COL","Lobster","NUG","green spiny lobster","Panulirus gracilis",15,0,0,1
1991,31,"Colombia","COL","Lobster","SLC","caribbean spiny lobster","Panulirus argus",497,0,0,1
1991,51,"Comoros","COM","Lobster","SLV","tropical spiny lobsters","Panulirus spp",50,0,0,1
1991,34,"Congo - Brazzaville","COG","Lobster","SLV","tropical spiny lobsters","Panulirus spp",33,0,0,1
1991,31,"Costa Rica","CRI","Lobster","SLC","caribbean spiny lobster","Panulirus argus",403,0,0,1
1991,77,"Costa Rica","CRI","Lobster","SLV","tropical spiny lobsters","Panulirus spp",5,0,0,1
1991,34,"Côte d’Ivoire","CIV","Lobster","SLV","tropical spiny lobsters","Panulirus spp",3,0,0,1
1991,31,"Cuba","CUB","Lobster","SLC","caribbean spiny lobster","Panulirus argus",9887,0,0,1
1991,37,"Cyprus","CYP","Lobster","SLO","common spiny lobster","Palinurus elephas",2,0,0,1
1991,27,"Denmark","DNK","Lobster","LBE","european lobster","Homarus gammarus",10,0,0,1
1991,27,"Denmark","DNK","Lobster","NEP","norway lobster","Nephrops norvegicus",3676,0,0,1
1991,5,"Denmark","DNK","Salmon","SAL","atlantic salmon","Salmo salar",1,266283,5.42534344115971,1
1991,27,"Denmark","DNK","Salmon","SAL","atlantic salmon","Salmo salar",637,266283,5.42534344115971,1
1991,31,"Dominican Republic","DOM","Lobster","SLC","caribbean spiny lobster","Panulirus argus",730,0,0,1
1991,87,"Ecuador","ECU","Lobster","NUG","green spiny lobster","Panulirus gracilis",313,0,0,1
1991,77,"El Salvador","SLV","Lobster","SLV","tropical spiny lobsters","Panulirus spp",10,0,0,1
1991,27,"Estonia","EST","Salmon","SAL","atlantic salmon","Salmo salar",78,266283,5.42534344115971,1
1991,27,"Faroe Islands","FRO","Lobster","NEP","norway lobster","Nephrops norvegicus",27,0,0,1
1991,27,"Faroe Islands","FRO","Salmon","SAL","atlantic salmon","Salmo salar",120,266283,5.42534344115971,1
1991,71,"Fiji","FJI","Lobster","SLV","tropical spiny lobsters","Panulirus spp",343,0,0,1
1991,5,"Finland","FIN","Salmon","SAL","atlantic salmon","Salmo salar",352,266283,5.42534344115971,1
1991,27,"Finland","FIN","Salmon","SAL","atlantic salmon","Salmo salar",2080,266283,5.42534344115971,1
1991,37,"France","FRA","Lobster","LBE","european lobster","Homarus gammarus",5,0,0,1
1991,27,"France","FRA","Lobster","LBE","european lobster","Homarus gammarus",234,0,0,1
1991,27,"France","FRA","Lobster","LOQ","craylets, squat lobsters","Galatheidae",116,0,0,1
1991,37,"France","FRA","Lobster","NEP","norway lobster","Nephrops norvegicus",27,0,0,1
1991,27,"France","FRA","Lobster","NEP","norway lobster","Nephrops norvegicus",7588,0,0,1
1991,37,"France","FRA","Lobster","PSL","pink spiny lobster","Palinurus mauritanicus",2,0,0,1
1991,27,"France","FRA","Lobster","PSL","pink spiny lobster","Palinurus mauritanicus",11,0,0,1
1991,37,"France","FRA","Lobster","SLO","common spiny lobster","Palinurus elephas",32,0,0,1
1991,27,"France","FRA","Lobster","SLO","common spiny lobster","Palinurus elephas",198,0,0,1
1991,77,"French Polynesia","PYF","Lobster","SLV","tropical spiny lobsters","Panulirus spp",4,0,0,1
1991,51,"French Southern Territories","ATF","Lobster","JSP","st.paul rock lobster","Jasus paulensis",352,0,0,1
1991,34,"Gambia","GMB","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",51,0,0,1
1991,27,"Germany","DEU","Lobster","LBE","european lobster","Homarus gammarus",125,0,0,1
1991,27,"Germany","DEU","Lobster","NEP","norway lobster","Nephrops norvegicus",2,0,0,1
1991,27,"Germany","DEU","Salmon","SAL","atlantic salmon","Salmo salar",88,266283,5.42534344115971,1
1991,34,"Ghana","GHA","Lobster","SLV","tropical spiny lobsters","Panulirus spp",71,0,0,1
1991,34,"Greece","GRC","Lobster","LBE","european lobster","Homarus gammarus",5,0,0,1
1991,37,"Greece","GRC","Lobster","LBE","european lobster","Homarus gammarus",131,0,0,1
1991,34,"Greece","GRC","Lobster","NEP","norway lobster","Nephrops norvegicus",1,0,0,1
1991,37,"Greece","GRC","Lobster","NEP","norway lobster","Nephrops norvegicus",934,0,0,1
1991,27,"Greenland","GRL","Salmon","SAL","atlantic salmon","Salmo salar",6,266283,5.42534344115971,1
1991,21,"Greenland","GRL","Salmon","SAL","atlantic salmon","Salmo salar",463,266283,5.42534344115971,1
1991,31,"Grenada","GRD","Lobster","SLC","caribbean spiny lobster","Panulirus argus",10,0,0,1
1991,77,"Guatemala","GTM","Lobster","SLV","tropical spiny lobsters","Panulirus spp",1,0,0,1
1991,31,"Haiti","HTI","Lobster","SLC","caribbean spiny lobster","Panulirus argus",800,0,0,1
1991,31,"Honduras","HND","Lobster","SLC","caribbean spiny lobster","Panulirus argus",3828,0,0,1
1991,77,"Honduras","HND","Lobster","SLV","tropical spiny lobsters","Panulirus spp",5,0,0,1
1991,61,"Hong Kong SAR China","HKG","Lobster","SLV","tropical spiny lobsters","Panulirus spp",60,0,0,1
1991,27,"Iceland","ISL","Lobster","NEP","norway lobster","Nephrops norvegicus",2157,0,0,1
1991,27,"Iceland","ISL","Salmon","SAL","atlantic salmon","Salmo salar",345,266283,5.42534344115971,1
1991,5,"Iceland","ISL","Salmon","SAL","atlantic salmon","Salmo salar",506,266283,5.42534344115971,1
1991,71,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",512,0,0,1
1991,57,"Indonesia","IDN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",886,0,0,1
1991,51,"Iran","IRN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",110,0,0,1
1991,27,"Ireland","IRL","Lobster","CRW","palinurid spiny lobsters","Palinurus spp",165,0,0,1
1991,27,"Ireland","IRL","Lobster","LBE","european lobster","Homarus gammarus",615,0,0,1
1991,27,"Ireland","IRL","Lobster","NEP","norway lobster","Nephrops norvegicus",5645,0,0,1
1991,5,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",60,266283,5.42534344115971,1
1991,27,"Ireland","IRL","Salmon","SAL","atlantic salmon","Salmo salar",404,266283,5.42534344115971,1
1991,27,"Isle of Man","IMN","Lobster","LBE","european lobster","Homarus gammarus",4,0,0,1
1991,27,"Isle of Man","IMN","Lobster","NEP","norway lobster","Nephrops norvegicus",61,0,0,1
1991,37,"Italy","ITA","Lobster","NEP","norway lobster","Nephrops norvegicus",5778,0,0,1
1991,37,"Italy","ITA","Lobster","SLO","common spiny lobster","Palinurus elephas",262,0,0,1
1991,31,"Jamaica","JAM","Lobster","SLC","caribbean spiny lobster","Panulirus argus",200,0,0,1
1991,4,"Japan","JPN","Salmon","CHE","masu salmon","Oncorhynchus masou",853,105,2.02118929906994,1
1991,61,"Japan","JPN","Salmon","CHE","masu salmon","Oncorhynchus masou",1996,105,2.02118929906994,1
1991,61,"Japan","JPN","Salmon","CHI","chinook salmon","Oncorhynchus tshawytscha",291,24349,4.38648112968207,1
1991,4,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",11839,0,0,0
1991,61,"Japan","JPN","Salmon","CHU","chum salmon","Oncorhynchus keta",191596,0,0,0
1991,61,"Japan","JPN","Salmon","COH","coho salmon","Oncorhynchus kisutch",325,44385,4.64723622421631,1
1991,61,"Japan","JPN","Lobster","LOJ","longlegged spiny lobster","Panulirus longipes",1172,0,0,1
1991,4,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",1436,0,0,0
1991,61,"Japan","JPN","Salmon","PIN","pink salmon","Oncorhynchus gorbuscha",20151,0,0,0
1991,4,"Japan","JPN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",78,0,0,0
1991,61,"Japan","JPN","Salmon","SOC","sockeye salmon","Oncorhynchus nerka",400,0,0,0
1991,51,"Kenya","KEN","Lobster","SLV","tropical spiny lobsters","Panulirus spp",66,0,0,1
1991,27,"Latvia","LVA","Salmon","SAL","atlantic salmon","Salmo salar",481,266283,5.42534344115971,1
1991,27,"Lithuania","LTU","Salmon","SAL","atlantic salmon","Salmo salar",62,266283,5.42534344115971,1
1991,51,"Madagascar","MDG","Lobster","SLV","tropical spiny lobsters","Panulirus spp",442,0,0,1
1991,57,"Malaysia","MYS","Lobster","SLV","tropical spiny lobsters","Panulirus spp",31,0,0,1
1991,71,"Malaysia","MYS","Lobster","SLV","tropical spiny lobsters","Panulirus spp",745,0,0,1
1991,31,"Martinique","MTQ","Lobster","SLC","caribbean spiny lobster","Panulirus argus",189,0,0,1
1991,34,"Mauritania","MRT","Lobster","VLO","spiny lobsters","Palinuridae",50,0,0,1
1991,51,"Mauritius","MUS","Lobster","SLV","tropical spiny lobsters","Panulirus spp",14,0,0,1
