"year","country","genus","species","sci_name","quantity","aquaculture","post","group","year_start"
1973,"BGR","Engraulis","ANE","Engraulis encrasicolus",279,0,0,0,1984.6
1973,"BGR","Illex","SQI","Illex illecebrosus",364,0,0,0,1984.6
1973,"BGR","Loligo","SQL","Loligo pealeii",46,0,0,0,1984.6
1973,"BGR","Merluccius","HKC","Merluccius capensis, M.paradoxus",17400,0,0,0,1984.6
1973,"BGR","Merluccius","HKM","Merluccius senegalensis",1430,0,0,0,1984.6
1973,"BGR","Merluccius","HKS","Merluccius bilinearis",1550,0,0,0,1984.6
1973,"BGR","Sardina","PIL","Sardina pilchardus",1862,0,0,0,1984.6
1973,"BGR","Sardinella","SIX","Sardinella spp",165,0,0,0,1984.6
1973,"BGR","Scomber","MAC","Scomber scombrus",36043,0,0,0,1984.6
1973,"BGR","Scomber","VMA","Scomber colias",1323,0,0,0,1984.6
1973,"BGR","Sprattus","SPR","Sprattus sprattus",3383,0,0,0,1984.6
1973,"BGR","Trichiurus","LHT","Trichiurus lepturus",3,0,0,0,1984.6
1973,"BHR","Scomberomorus","COM","Scomberomorus commerson",90,0,0,0,1984.6
1973,"BMU","Katsuwonus","SKJ","Katsuwonus pelamis",570,0,0,0,1984.6
1973,"BRA","Brevoortia","MHS","Brevoortia aurea",10800,0,0,0,1984.6
1973,"BRA","Katsuwonus","SKJ","Katsuwonus pelamis",600,0,0,0,1984.6
1973,"BRA","Loligo","SQC","Loligo spp",500,0,0,0,1984.6
1973,"BRA","Merluccius","HKP","Merluccius hubbsi",27800,0,0,0,1984.6
1973,"BRA","Sardinella","BSR","Sardinella brasiliensis",228000,0,0,0,1984.6
1973,"BRA","Scomber","VMA","Scomber colias",5300,0,0,0,1984.6
1973,"BRA","Scomberomorus","BRS","Scomberomorus brasiliensis",4446,0,0,0,1984.6
1973,"BRA","Scomberomorus","KGM","Scomberomorus cavalla",3320,0,0,0,1984.6
1973,"BRA","Trichiurus","LHT","Trichiurus lepturus",1000,0,0,0,1984.6
1973,"BRB","Scomberomorus","KGX","Scomberomorus spp",100,0,0,0,1984.6
1973,"CAN","Clupea","HEP","Clupea pallasii",55600,0,0,0,1984.6
1973,"CAN","Clupea","HER","Clupea harengus",225200,0,0,0,1984.6
1973,"CAN","Illex","SQI","Illex illecebrosus",600,0,0,0,1984.6
1973,"CAN","Katsuwonus","SKJ","Katsuwonus pelamis",4129,0,0,0,1984.6
1973,"CAN","Mallotus","CAP","Mallotus villosus",6500,0,0,0,1984.6
1973,"CAN","Pandalus","PAN","Pandalus spp",2200,0,0,0,1984.6
1973,"CAN","Placopecten","SCA","Placopecten magellanicus",42000,0,0,0,1984.6
1973,"CAN","Scomber","MAC","Scomber scombrus",21600,0,0,0,1984.6
1973,"CHL","Engraulis","VET","Engraulis ringens",191800,0,0,0,1984.6
1973,"CHL","Merluccius","PHA","Merluccius gayi",46500,0,0,0,1984.6
1973,"CHL","Sardinops","CHP","Sardinops sagax",53900,0,0,0,1984.6
1973,"CHL","Scomber","MAS","Scomber japonicus",3800,0,0,0,1984.6
1973,"CHL","Strangomera","CKI","Strangomera bentincki",133700,0,0,0,1984.6
1973,"CHN","Clupea","HEP","Clupea pallasii",120500,0,0,0,1984.6
1973,"CHN","Scomber","MAS","Scomber japonicus",93100,0,0,0,1984.6
1973,"CHN","Scomberomorus","KGX","Scomberomorus spp",36500,0,0,0,1984.6
1973,"CHN","Trichiurus","LHT","Trichiurus lepturus",564400,0,0,0,1984.6
1973,"CIV","Sardinella","SAA","Sardinella aurita",2463,0,0,0,1984.6
1973,"CIV","Sardinella","SAE","Sardinella maderensis",14713,0,0,0,1984.6
1973,"CIV","Sardinella","SIX","Sardinella spp",1628,0,0,0,1984.6
1973,"CIV","Scomber","VMA","Scomber colias",245,0,0,0,1984.6
1973,"CIV","Trichiurus","LHT","Trichiurus lepturus",320,0,0,0,1984.6
1973,"CMR","Sardinella","SIX","Sardinella spp",10000,0,0,0,1984.6
1973,"CMR","Sepiidae,","CTL","Sepiidae, Sepiolidae",42,0,0,0,1984.6
1973,"COD","Merluccius","HKC","Merluccius capensis, M.paradoxus",4600,0,0,0,1984.6
1973,"COD","Sardinella","SIX","Sardinella spp",700,0,0,0,1984.6
1973,"COG","Sardinella","SIX","Sardinella spp",6700,0,0,0,1984.6
1973,"COK","Katsuwonus","SKJ","Katsuwonus pelamis",10,0,0,0,1984.6
1973,"COL","Loliginidae,","SQU","Loliginidae, Ommastrephidae",100,0,0,0,1984.6
1973,"COL","Scomberomorus","KGX","Scomberomorus spp",400,0,0,0,1984.6
1973,"COL","Scomberomorus","SIE","Scomberomorus sierra",100,0,0,0,1984.6
1973,"COM","Katsuwonus","SKJ","Katsuwonus pelamis",359,0,0,0,1984.6
1973,"COM","Rastrelliger","RAX","Rastrelliger spp",100,0,0,0,1984.6
1973,"COM","Sardinella","SIX","Sardinella spp",900,0,0,0,1984.6
1973,"CPV","Katsuwonus","SKJ","Katsuwonus pelamis",1446,0,0,0,1984.6
1973,"CRI","Katsuwonus","SKJ","Katsuwonus pelamis",180,0,0,0,1984.6
1973,"CUB","Katsuwonus","SKJ","Katsuwonus pelamis",1500,0,0,0,1984.6
1973,"CUB","Merluccius","HKC","Merluccius capensis, M.paradoxus",24100,0,0,0,1984.6
1973,"CUB","Merluccius","HKS","Merluccius bilinearis",909,0,0,0,1984.6
1973,"CUB","Merluccius","PHA","Merluccius gayi",6100,0,0,0,1984.6
1973,"CUB","Scomber","MAC","Scomber scombrus",36,0,0,0,1984.6
1973,"CUB","Scomberomorus","KGX","Scomberomorus spp",700,0,0,0,1984.6
1973,"CYP","Merluccius","HKE","Merluccius merluccius",4,0,0,0,1984.6
1973,"CYP","Sardina","PIL","Sardina pilchardus",5,0,0,0,1984.6
1973,"DEU","Clupea","HER","Clupea harengus",199500,0,0,0,1984.6
1973,"DEU","Illex","SQI","Illex illecebrosus",300,0,0,0,1984.6
1973,"DEU","Loligo","SQL","Loligo pealeii",1600,0,0,0,1984.6
1973,"DEU","Merluccius","HKC","Merluccius capensis, M.paradoxus",1400,0,0,0,1984.6
1973,"DEU","Merluccius","HKE","Merluccius merluccius",200,0,0,0,1984.6
1973,"DEU","Merluccius","HKS","Merluccius bilinearis",200,0,0,0,1984.6
1973,"DEU","Merluccius","NHA","Merluccius productus",4800,0,0,0,1984.6
1973,"DEU","Sardina","PIL","Sardina pilchardus",2600,0,0,0,1984.6
1973,"DEU","Scomber","MAC","Scomber scombrus",81300,0,0,0,1984.6
1973,"DEU","Sprattus","SPR","Sprattus sprattus",25100,0,0,0,1984.6
1973,"DNK","Ammodytes","SAN","Ammodytes spp",282800,0,0,0,1984.6
1973,"DNK","Clupea","HER","Clupea harengus",383000,0,0,0,1984.6
1973,"DNK","Merluccius","HKE","Merluccius merluccius",1400,0,0,0,1984.6
1973,"DNK","Pandalus","PRA","Pandalus borealis",1100,0,0,0,1984.6
1973,"DNK","Scomber","MAC","Scomber scombrus",7500,0,0,0,1984.6
1973,"DNK","Sprattus","SPR","Sprattus sprattus",126800,0,0,0,1984.6
1973,"DNK","Trisopterus","NOP","Trisopterus esmarkii",238400,0,0,0,1984.6
1973,"DOM","Katsuwonus","SKJ","Katsuwonus pelamis",200,0,0,0,1984.6
1973,"DOM","Scomberomorus","CER","Scomberomorus regalis",100,0,0,0,1984.6
1973,"DOM","Scomberomorus","KGM","Scomberomorus cavalla",300,0,0,0,1984.6
1973,"DZA","Engraulis","ANE","Engraulis encrasicolus",5632,0,0,0,1984.6
1973,"DZA","Merluccius","HKE","Merluccius merluccius",760,0,0,0,1984.6
1973,"DZA","Sardina","PIL","Sardina pilchardus",15918,0,0,0,1984.6
1973,"DZA","Sardinella","SIX","Sardinella spp",468,0,0,0,1984.6
1973,"ECU","Katsuwonus","SKJ","Katsuwonus pelamis",4460,0,0,0,1984.6
1973,"ECU","Scomber","MAS","Scomber japonicus",95000,0,0,0,1984.6
1973,"EGY","Merluccius","HKE","Merluccius merluccius",75,0,0,0,1984.6
1973,"EGY","Sardinella","SIX","Sardinella spp",3399,0,0,0,1984.6
1973,"EGY","Sepiidae,","CTL","Sepiidae, Sepiolidae",338,0,0,0,1984.6
1973,"ESP","Auxis","FRZ","Auxis thazard, A. rochei",2313,0,0,0,1984.6
1973,"ESP","Engraulis","ANE","Engraulis encrasicolus",44731,0,0,0,1984.6
1973,"ESP","Illex","SQI","Illex illecebrosus",3784,0,0,0,1984.6
1973,"ESP","Katsuwonus","SKJ","Katsuwonus pelamis",21598,0,0,0,1984.6
1973,"ESP","Loliginidae,","SQU","Loliginidae, Ommastrephidae",17872,0,0,0,1984.6
1973,"ESP","Loligo","SQC","Loligo spp",3400,0,0,0,1984.6
1973,"ESP","Loligo","SQL","Loligo pealeii",11148,0,0,0,1984.6
1973,"ESP","Merluccius","HKC","Merluccius capensis, M.paradoxus",176600,0,0,0,1984.6
1973,"ESP","Merluccius","HKE","Merluccius merluccius",65800,0,0,0,1984.6
1973,"ESP","Merluccius","HKM","Merluccius senegalensis",21000,0,0,0,1984.6
1973,"ESP","Micromesistius","WHB","Micromesistius poutassou",23799,0,0,0,1984.6
1973,"ESP","Sardina","PIL","Sardina pilchardus",151437,0,0,0,1984.6
1973,"ESP","Scomber","MAC","Scomber scombrus",31000,0,0,0,1984.6
1973,"ESP","Scomber","VMA","Scomber colias",5356,0,0,0,1984.6
1973,"ESP","Sepiidae,","CTL","Sepiidae, Sepiolidae",36300,0,0,0,1984.6
1973,"ESP","Trisopterus","BIB","Trisopterus luscus",8733,0,0,0,1984.6
1973,"FIN","Clupea","HER","Clupea harengus",68600,0,0,0,1984.6
1973,"FIN","Sprattus","SPR","Sprattus sprattus",1900,0,0,0,1984.6
1973,"FJI","Katsuwonus","SKJ","Katsuwonus pelamis",100,0,0,0,1984.6
1973,"FJI","Rastrelliger","RAG","Rastrelliger kanagurta",400,0,0,0,1984.6
1973,"FJI","Scomberomorus","COM","Scomberomorus commerson",100,0,0,0,1984.6
1973,"FRA","Clupea","HER","Clupea harengus",33594,0,0,0,1984.6
1973,"FRA","Engraulis","ANE","Engraulis encrasicolus",6100,0,0,0,1984.6
1973,"FRA","Illex","SQI","Illex illecebrosus",27,0,0,0,1984.6
1973,"FRA","Katsuwonus","SKJ","Katsuwonus pelamis",11783,0,0,0,1984.6
1973,"FRA","Loliginidae,","SQU","Loliginidae, Ommastrephidae",11500,0,0,0,1984.6
1973,"FRA","Loligo","SQC","Loligo spp",1073,0,0,0,1984.6
1973,"FRA","Loligo","SQL","Loligo pealeii",793,0,0,0,1984.6
1973,"FRA","Merluccius","HKE","Merluccius merluccius",24700,0,0,0,1984.6
1973,"FRA","Sardina","PIL","Sardina pilchardus",27010,0,0,0,1984.6
1973,"FRA","Scomber","MAC","Scomber scombrus",42100,0,0,0,1984.6
1973,"FRA","Sprattus","SPR","Sprattus sprattus",2800,0,0,0,1984.6
1973,"FRA","Trisopterus","BIB","Trisopterus luscus",9100,0,0,0,1984.6
1973,"FRA","Trisopterus","POD","Trisopterus minutus",600,0,0,0,1984.6
1973,"FRO","Ammodytes","SAN","Ammodytes spp",1400,0,0,0,1984.6
1973,"FRO","Clupea","HER","Clupea harengus",76400,0,0,0,1984.6
1973,"FRO","Micromesistius","WHB","Micromesistius poutassou",4900,0,0,0,1984.6
1973,"FRO","Pandalus","PRA","Pandalus borealis",1371,0,0,0,1984.6
1973,"FRO","Scomber","MAC","Scomber scombrus",11800,0,0,0,1984.6
1973,"FRO","Sprattus","SPR","Sprattus sprattus",100,0,0,0,1984.6
1973,"FRO","Trisopterus","NOP","Trisopterus esmarkii",53600,0,0,0,1984.6
1973,"FSM","Katsuwonus","SKJ","Katsuwonus pelamis",500,0,0,0,1984.6
1973,"GBR","Ammodytes","SAN","Ammodytes spp",4300,0,0,0,1984.6
1973,"GBR","Clupea","HER","Clupea harengus",156900,0,0,0,1984.6
1973,"GBR","Loliginidae,","SQU","Loliginidae, Ommastrephidae",200,0,0,0,1984.6
1973,"GBR","Loligo","SQC","Loligo spp",800,0,0,0,1984.6
1973,"GBR","Merluccius","HKE","Merluccius merluccius",2800,0,0,0,1984.6
1973,"GBR","Pandalus","PAN","Pandalus spp",200,0,0,0,1984.6
1973,"GBR","Pandalus","PRA","Pandalus borealis",1400,0,0,0,1984.6
1973,"GBR","Sardina","PIL","Sardina pilchardus",2400,0,0,0,1984.6
1973,"GBR","Scomber","MAC","Scomber scombrus",21400,0,0,0,1984.6
1973,"GBR","Sprattus","SPR","Sprattus sprattus",97400,0,0,0,1984.6
1973,"GBR","Trisopterus","BIB","Trisopterus luscus",400,0,0,0,1984.6
1973,"GBR","Trisopterus","NOP","Trisopterus esmarkii",24000,0,0,0,1984.6
1973,"GHA","Auxis","FRZ","Auxis thazard, A. rochei",1589,0,0,0,1984.6
1973,"GHA","Decapterus","SDX","Decapterus spp",3000,0,0,0,1984.6
1973,"GHA","Engraulis","ANE","Engraulis encrasicolus",14600,0,0,0,1984.6
1973,"GHA","Katsuwonus","SKJ","Katsuwonus pelamis",288,0,0,0,1984.6
1973,"GHA","Merluccius","HKC","Merluccius capensis, M.paradoxus",4900,0,0,0,1984.6
1973,"GHA","Sardinella","SAE","Sardinella maderensis",10906,0,0,0,1984.6
1973,"GHA","Sardinella","SIX","Sardinella spp",11207,0,0,0,1984.6
1973,"GHA","Scomber","VMA","Scomber colias",10900,0,0,0,1984.6
1973,"GHA","Scomberomorus","MAW","Scomberomorus tritor",1000,0,0,0,1984.6
1973,"GHA","Sepiidae,","CTL","Sepiidae, Sepiolidae",318,0,0,0,1984.6
1973,"GHA","Trichiurus","LHT","Trichiurus lepturus",2518,0,0,0,1984.6
1973,"GLP","Scomberomorus","CER","Scomberomorus regalis",280,0,0,0,1984.6
1973,"GNQ","Scomber","VMA","Scomber colias",200,0,0,0,1984.6
1973,"GRC","Engraulis","ANE","Engraulis encrasicolus",8063,0,0,0,1984.6
1973,"GRC","Loliginidae,","SQU","Loliginidae, Ommastrephidae",1518,0,0,0,1984.6
1973,"GRC","Loligo","SQC","Loligo spp",245,0,0,0,1984.6
1973,"GRC","Merluccius","HKE","Merluccius merluccius",6484,0,0,0,1984.6
1973,"GRC","Micromesistius","WHB","Micromesistius poutassou",300,0,0,0,1984.6
1973,"GRC","Sardina","PIL","Sardina pilchardus",13242,0,0,0,1984.6
1973,"GRC","Scomber","VMA","Scomber colias",1035,0,0,0,1984.6
1973,"GRD","Decapterus","SDX","Decapterus spp",200,0,0,0,1984.6
1973,"GRL","Clupea","HER","Clupea harengus",81,0,0,0,1984.6
1973,"GRL","Mallotus","CAP","Mallotus villosus",3214,0,0,0,1984.6
1973,"GRL","Pandalus","PRA","Pandalus borealis",8135,0,0,0,1984.6
1973,"HKG","Decapterus","SDX","Decapterus spp",4800,0,0,0,1984.6
1973,"HKG","Loliginidae,","SQU","Loliginidae, Ommastrephidae",3000,0,0,0,1984.6
1973,"HKG","Nemipterus","THB","Nemipterus spp",12900,0,0,0,1984.6
1973,"HKG","Sardinella","SIX","Sardinella spp",3800,0,0,0,1984.6
1973,"HKG","Scomberomorus","KGX","Scomberomorus spp",2400,0,0,0,1984.6
1973,"HKG","Sepiidae,","CTL","Sepiidae, Sepiolidae",1100,0,0,0,1984.6
1973,"HKG","Stolephorus","STO","Stolephorus spp",700,0,0,0,1984.6
1973,"IDN","Auxis","FRZ","Auxis thazard, A. rochei",2156,0,0,0,1984.6
1973,"IDN","Decapterus","SDX","Decapterus spp",53900,0,0,0,1984.6
1973,"IDN","Katsuwonus","SKJ","Katsuwonus pelamis",30848,0,0,0,1984.6
1973,"IDN","Loligo","SQC","Loligo spp",6400,0,0,0,1984.6
1973,"IDN","Nemipterus","THB","Nemipterus spp",5100,0,0,0,1984.6
1973,"IDN","Rastrelliger","RAB","Rastrelliger brachysoma",56400,0,0,0,1984.6
1973,"IDN","Sardinella","SAG","Sardinella gibbosa",40400,0,0,0,1984.6
1973,"IDN","Sardinella","SAM","Sardinella lemuru",12900,0,0,0,1984.6
1973,"IDN","Scomberomorus","COM","Scomberomorus commerson",30765,0,0,0,1984.6
1973,"IDN","Scomberomorus","GUT","Scomberomorus guttatus",4341,0,0,0,1984.6
1973,"IDN","Sepiidae,","CTL","Sepiidae, Sepiolidae",600,0,0,0,1984.6
1973,"IDN","Stolephorus","STO","Stolephorus spp",63900,0,0,0,1984.6
1973,"IDN","Tenualosa","TOL","Tenualosa toli",700,0,0,0,1984.6
1973,"IMN","Clupea","HER","Clupea harengus",10200,0,0,0,1984.6
1973,"IND","Auxis","FRZ","Auxis thazard, A. rochei",646,0,0,0,1984.6
1973,"IND","Katsuwonus","SKJ","Katsuwonus pelamis",927,0,0,0,1984.6
1973,"IND","Rastrelliger","RAG","Rastrelliger kanagurta",69900,0,0,0,1984.6
1973,"IND","Sardinella","IOS","Sardinella longiceps",72700,0,0,0,1984.6
1973,"IND","Scomberomorus","COM","Scomberomorus commerson",9870,0,0,0,1984.6
1973,"IND","Scomberomorus","GUT","Scomberomorus guttatus",10738,0,0,0,1984.6
1973,"IND","Scomberomorus","STS","Scomberomorus lineolatus",175,0,0,0,1984.6
1973,"IND","Tenualosa","HIL","Tenualosa ilisha",8900,0,0,0,1984.6
1973,"IRL","Clupea","HER","Clupea harengus",38900,0,0,0,1984.6
1973,"IRL","Merluccius","HKE","Merluccius merluccius",100,0,0,0,1984.6
1973,"IRL","Scomber","MAC","Scomber scombrus",8300,0,0,0,1984.6
1973,"IRL","Sprattus","SPR","Sprattus sprattus",7600,0,0,0,1984.6
1973,"ISL","Clupea","HER","Clupea harengus",43600,0,0,0,1984.6
1973,"ISL","Mallotus","CAP","Mallotus villosus",441500,0,0,0,1984.6
1973,"ISL","Micromesistius","WHB","Micromesistius poutassou",400,0,0,0,1984.6
1973,"ISL","Pandalus","PRA","Pandalus borealis",7300,0,0,0,1984.6
1973,"ISL","Scomber","MAC","Scomber scombrus",3100,0,0,0,1984.6
1973,"ISL","Trisopterus","NOP","Trisopterus esmarkii",8500,0,0,0,1984.6
1973,"ISR","Merluccius","HKC","Merluccius capensis, M.paradoxus",6300,0,0,0,1984.6
1973,"ISR","Merluccius","HKE","Merluccius merluccius",158,0,0,0,1984.6
1973,"ISR","Sardinella","SAA","Sardinella aurita",3226,0,0,0,1984.6
1973,"ISR","Scomber","VMA","Scomber colias",215,0,0,0,1984.6
1973,"ITA","Auxis","FRZ","Auxis thazard, A. rochei",1200,0,0,0,1984.6
1973,"ITA","Engraulis","ANE","Engraulis encrasicolus",62676,0,0,0,1984.6
1973,"ITA","Illex","SQI","Illex illecebrosus",805,0,0,0,1984.6
1973,"ITA","Illex","SQM","Illex coindetii",2464,0,0,0,1984.6
1973,"ITA","Loliginidae,","SQU","Loliginidae, Ommastrephidae",1065,0,0,0,1984.6
1973,"ITA","Loligo","SQC","Loligo spp",3934,0,0,0,1984.6
1973,"ITA","Loligo","SQL","Loligo pealeii",2360,0,0,0,1984.6
1973,"ITA","Merluccius","HKB","Merluccius polli",687,0,0,0,1984.6
1973,"ITA","Merluccius","HKE","Merluccius merluccius",11525,0,0,0,1984.6
1973,"ITA","Merluccius","HKX","Merluccius spp",727,0,0,0,1984.6
1973,"ITA","Micromesistius","WHB","Micromesistius poutassou",2421,0,0,0,1984.6
1973,"ITA","Sardina","PIL","Sardina pilchardus",42448,0,0,0,1984.6
1973,"ITA","Scomber","MAC","Scomber scombrus",375,0,0,0,1984.6
1973,"ITA","Scomber","MAZ","Scomber spp",5695,0,0,0,1984.6
1973,"ITA","Sepiidae,","CTL","Sepiidae, Sepiolidae",12996,0,0,0,1984.6
1973,"JPN","Ammodytes","PAS","Ammodytes personatus",194000,0,0,0,1984.6
1973,"JPN","Auxis","FRZ","Auxis thazard, A. rochei",34700,0,0,0,1984.6
1973,"JPN","Clupea","HEP","Clupea pallasii",79800,0,0,0,1984.6
1973,"JPN","Clupea","HER","Clupea harengus",2900,0,0,0,1984.6
1973,"JPN","Cololabis","SAP","Cololabis saira",406300,0,0,0,1984.6
1973,"JPN","Decapterus","RSA","Decapterus maruadsi",54700,0,0,0,1984.6
1973,"JPN","Engraulis","JAN","Engraulis japonicus",335300,0,0,0,1984.6
1973,"JPN","Illex","SQI","Illex illecebrosus",1100,0,0,0,1984.6
1973,"JPN","Katsuwonus","SKJ","Katsuwonus pelamis",321400,0,0,0,1984.6
1973,"JPN","Loliginidae,","SQU","Loliginidae, Ommastrephidae",100429,0,0,0,1984.6
1973,"JPN","Loligo","SQL","Loligo pealeii",14400,0,0,0,1984.6
1973,"JPN","Macruronus","GRN","Macruronus novaezelandiae",4800,0,0,0,1984.6
1973,"JPN","Merluccius","HKC","Merluccius capensis, M.paradoxus",66500,0,0,0,1984.6
1973,"JPN","Merluccius","HKS","Merluccius bilinearis",600,0,0,0,1984.6
1973,"JPN","Merluccius","HKX","Merluccius spp",227,0,0,0,1984.6
1973,"JPN","Merluccius","NHA","Merluccius productus",2800,0,0,0,1984.6
1973,"JPN","Pandalus","PAN","Pandalus spp",100,0,0,0,1984.6
1973,"JPN","Sardinops","JAP","Sardinops melanostictus",296900,0,0,0,1984.6
1973,"JPN","Scomber","MAC","Scomber scombrus",500,0,0,0,1984.6
1973,"JPN","Scomber","MAS","Scomber japonicus",1133700,0,0,0,1984.6
1973,"JPN","Scomber","VMA","Scomber colias",334,0,0,0,1984.6
1973,"JPN","Scomberomorus","NPH","Scomberomorus niphonius",3600,0,0,0,1984.6
1973,"JPN","Sepiidae,","CTL","Sepiidae, Sepiolidae",30427,0,0,0,1984.6
1973,"JPN","Theragra","ALK","Theragra chalcogramma",3020900,0,0,0,1984.6
1973,"JPN","Todarodes","SQJ","Todarodes pacificus",334100,0,0,0,1984.6
1973,"JPN","Trichiurus","LHT","Trichiurus lepturus",41600,0,0,0,1984.6
1973,"KIR","Katsuwonus","SKJ","Katsuwonus pelamis",100,0,0,0,1984.6
1973,"KOR","Clupea","HEP","Clupea pallasii",4500,0,0,0,1984.6
1973,"KOR","Cololabis","SAP","Cololabis saira",34100,0,0,0,1984.6
1973,"KOR","Engraulis","JAN","Engraulis japonicus",95600,0,0,0,1984.6
1973,"KOR","Katsuwonus","SKJ","Katsuwonus pelamis",2622,0,0,0,1984.6
1973,"KOR","Loliginidae,","SQU","Loliginidae, Ommastrephidae",5704,0,0,0,1984.6
1973,"KOR","Sardinops","JAP","Sardinops melanostictus",3700,0,0,0,1984.6
1973,"KOR","Scomber","MAS","Scomber japonicus",74200,0,0,0,1984.6
1973,"KOR","Scomberomorus","NPH","Scomberomorus niphonius",6800,0,0,0,1984.6
1973,"KOR","Sepiidae,","CTL","Sepiidae, Sepiolidae",12900,0,0,0,1984.6
1973,"KOR","Theragra","ALK","Theragra chalcogramma",257000,0,0,0,1984.6
1973,"KOR","Todarodes","SQJ","Todarodes pacificus",44200,0,0,0,1984.6
1973,"KOR","Trichiurus","LHT","Trichiurus lepturus",124200,0,0,0,1984.6
1973,"KWT","Nemipterus","THB","Nemipterus spp",100,0,0,0,1984.6
1973,"KWT","Tenualosa","HIL","Tenualosa ilisha",300,0,0,0,1984.6
1973,"LBR","Sardinella","SIX","Sardinella spp",2000,0,0,0,1984.6
1973,"LBY","Sardinella","SAA","Sardinella aurita",1500,0,0,0,1984.6
1973,"LCA","Katsuwonus","SKJ","Katsuwonus pelamis",76,0,0,0,1984.6
1973,"LKA","Auxis","FRZ","Auxis thazard, A. rochei",1921,0,0,0,1984.6
1973,"LKA","Katsuwonus","SKJ","Katsuwonus pelamis",8051,0,0,0,1984.6
1973,"LKA","Scomberomorus","COM","Scomberomorus commerson",3871,0,0,0,1984.6
1973,"LKA","Scomberomorus","GUT","Scomberomorus guttatus",391,0,0,0,1984.6
1973,"LKA","Scomberomorus","STS","Scomberomorus lineolatus",37,0,0,0,1984.6
1973,"MAR","Auxis","FRZ","Auxis thazard, A. rochei",1619,0,0,0,1984.6
1973,"MAR","Engraulis","ANE","Engraulis encrasicolus",4772,0,0,0,1984.6
1973,"MAR","Katsuwonus","SKJ","Katsuwonus pelamis",72,0,0,0,1984.6
1973,"MAR","Loliginidae,","SQU","Loliginidae, Ommastrephidae",936,0,0,0,1984.6
1973,"MAR","Merluccius","HKE","Merluccius merluccius",2816,0,0,0,1984.6
1973,"MAR","Sardina","PIL","Sardina pilchardus",345558,0,0,0,1984.6
1973,"MAR","Scomber","VMA","Scomber colias",9086,0,0,0,1984.6
1973,"MAR","Sepiidae,","CTL","Sepiidae, Sepiolidae",100,0,0,0,1984.6
1973,"MAR","Trisopterus","BIB","Trisopterus luscus",1651,0,0,0,1984.6
1973,"MDG","Auxis","FRZ","Auxis thazard, A. rochei",222,0,0,0,1984.6
1973,"MDG","Katsuwonus","SKJ","Katsuwonus pelamis",5373,0,0,0,1984.6
1973,"MDG","Scomberomorus","COM","Scomberomorus commerson",1418,0,0,0,1984.6
1973,"MDG","Scomberomorus","GUT","Scomberomorus guttatus",3,0,0,0,1984.6
1973,"MDV","Auxis","FRZ","Auxis thazard, A. rochei",3976,0,0,0,1984.6
1973,"MDV","Katsuwonus","SKJ","Katsuwonus pelamis",19999,0,0,0,1984.6
1973,"MEX","Dosidicus","GIS","Dosidicus gigas",100,0,0,0,1984.6
1973,"MEX","Engraulis","NPA","Engraulis mordax",2100,0,0,0,1984.6
1973,"MEX","Katsuwonus","SKJ","Katsuwonus pelamis",2270,0,0,0,1984.6
1973,"MEX","Sardinops","CPI","Sardinops caeruleus",64600,0,0,0,1984.6
1973,"MEX","Scomber","MAS","Scomber japonicus",100,0,0,0,1984.6
1973,"MEX","Scomberomorus","KGM","Scomberomorus cavalla",2189,0,0,0,1984.6
1973,"MEX","Scomberomorus","SIE","Scomberomorus sierra",3300,0,0,0,1984.6
1973,"MEX","Scomberomorus","SSM","Scomberomorus maculatus",6656,0,0,0,1984.6
1973,"MLT","Scomber","VMA","Scomber colias",100,0,0,0,1984.6
1973,"MNP","Katsuwonus","SKJ","Katsuwonus pelamis",50,0,0,0,1984.6
1973,"MOZ","Loliginidae,","SQU","Loliginidae, Ommastrephidae",400,0,0,0,1984.6
1973,"MRT","Loliginidae,","SQU","Loliginidae, Ommastrephidae",100,0,0,0,1984.6
1973,"MRT","Sardinella","SIX","Sardinella spp",7200,0,0,0,1984.6
1973,"MRT","Sepiidae,","CTL","Sepiidae, Sepiolidae",400,0,0,0,1984.6
1973,"MTQ","Scomberomorus","CER","Scomberomorus regalis",400,0,0,0,1984.6
1973,"MYS","Decapterus","RUS","Decapterus russelli",14100,0,0,0,1984.6
1973,"MYS","Loliginidae,","SQU","Loliginidae, Ommastrephidae",700,0,0,0,1984.6
1973,"MYS","Nemipterus","THB","Nemipterus spp",3500,0,0,0,1984.6
1973,"MYS","Rastrelliger","RAX","Rastrelliger spp",31500,0,0,0,1984.6
1973,"MYS","Scomberomorus","KGX","Scomberomorus spp",6200,0,0,0,1984.6
1973,"MYS","Sepiidae,","CTL","Sepiidae, Sepiolidae",4300,0,0,0,1984.6
1973,"MYS","Stolephorus","STO","Stolephorus spp",24000,0,0,0,1984.6
1973,"MYS","Trichiurus","LHT","Trichiurus lepturus",1800,0,0,0,1984.6
1973,"NLD","Clupea","HER","Clupea harengus",73200,0,0,0,1984.6
1973,"NLD","Merluccius","HKE","Merluccius merluccius",300,0,0,0,1984.6
1973,"NLD","Sardina","PIL","Sardina pilchardus",100,0,0,0,1984.6
1973,"NLD","Scomber","MAC","Scomber scombrus",10100,0,0,0,1984.6
1973,"NLD","Sepiidae,","CTL","Sepiidae, Sepiolidae",31,0,0,0,1984.6
1973,"NLD","Sprattus","SPR","Sprattus sprattus",800,0,0,0,1984.6
1973,"NLD","Trisopterus","BIB","Trisopterus luscus",900,0,0,0,1984.6
