"year","production_area","country","iso","source","species","common_name","sci_name","quantity","value","lobster","salmon","general_name"
1950,37,"Algeria","DZA","Catches","NEP","Norway lobster","Nephrops norvegicus",200,NA,TRUE,FALSE,"Lobster"
1950,81,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",200,NA,FALSE,TRUE,"Salmon"
1950,57,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",1800,NA,FALSE,TRUE,"Salmon"
1950,57,"Australia","AUS","Catches","LOA","Australian spiny lobster","Panulirus cygnus",6000,NA,TRUE,FALSE,"Lobster"
1950,27,"Belgium","BEL","Catches","NEP","Norway lobster","Nephrops norvegicus",800,NA,TRUE,FALSE,"Lobster"
1950,31,"Belize","BLZ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",200,NA,TRUE,FALSE,"Lobster"
1950,31,"Bermuda","BMU","Catches","SLC","Caribbean spiny lobster","Panulirus argus",150,NA,TRUE,FALSE,"Lobster"
1950,41,"Brazil","BRA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",500,NA,TRUE,FALSE,"Lobster"
1950,67,"Canada","CAN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",6000,NA,FALSE,TRUE,"Salmon"
1950,67,"Canada","CAN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",36000,NA,FALSE,TRUE,"Salmon"
1950,67,"Canada","CAN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",9900,NA,FALSE,TRUE,"Salmon"
1950,21,"Canada","CAN","Catches","LBA","American lobster","Homarus americanus",22600,NA,TRUE,FALSE,"Lobster"
1950,67,"Canada","CAN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",18300,NA,FALSE,TRUE,"Salmon"
1950,21,"Canada","CAN","Catches","SAL","Atlantic salmon","Salmo salar",2700,NA,FALSE,TRUE,"Salmon"
1950,67,"Canada","CAN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",13300,NA,FALSE,TRUE,"Salmon"
1950,87,"Chile","CHL","Catches","LOQ","Craylets, squat lobsters","Galatheidae",200,NA,TRUE,FALSE,"Lobster"
1950,31,"Colombia","COL","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1950,31,"Cuba","CUB","Catches","SLC","Caribbean spiny lobster","Panulirus argus",1000,NA,TRUE,FALSE,"Lobster"
1950,27,"Denmark","DNK","Catches","LBE","European lobster","Homarus gammarus",200,NA,TRUE,FALSE,"Lobster"
1950,27,"Denmark","DNK","Catches","NEP","Norway lobster","Nephrops norvegicus",600,NA,TRUE,FALSE,"Lobster"
1950,27,"Denmark","DNK","Catches","SAL","Atlantic salmon","Salmo salar",1400,NA,FALSE,TRUE,"Salmon"
1950,27,"Finland","FIN","Catches","SAL","Atlantic salmon","Salmo salar",400,NA,FALSE,TRUE,"Salmon"
1950,34,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",400,NA,TRUE,FALSE,"Lobster"
1950,27,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",1100,NA,TRUE,FALSE,"Lobster"
1950,27,"France","FRA","Catches","LBE","European lobster","Homarus gammarus",400,NA,TRUE,FALSE,"Lobster"
1950,27,"France","FRA","Catches","NEP","Norway lobster","Nephrops norvegicus",3700,NA,TRUE,FALSE,"Lobster"
1950,51,"French Southern Territories","ATF","Catches","JSP","St.Paul rock lobster","Jasus paulensis",200,NA,TRUE,FALSE,"Lobster"
1950,27,"Germany","DEU","Catches","SAL","Atlantic salmon","Salmo salar",200,NA,FALSE,TRUE,"Salmon"
1950,71,"Indonesia","IDN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",100,NA,TRUE,FALSE,"Lobster"
1950,27,"Ireland","IRL","Catches","LBE","European lobster","Homarus gammarus",100,NA,TRUE,FALSE,"Lobster"
1950,27,"Ireland","IRL","Catches","SAL","Atlantic salmon","Salmo salar",1000,NA,FALSE,TRUE,"Salmon"
1950,37,"Italy","ITA","Catches","NEP","Norway lobster","Nephrops norvegicus",1000,NA,TRUE,FALSE,"Lobster"
1950,37,"Italy","ITA","Catches","SLO","Common spiny lobster","Palinurus elephas",300,NA,TRUE,FALSE,"Lobster"
1950,4,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",1000,NA,FALSE,TRUE,"Salmon"
1950,61,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",7000,NA,FALSE,TRUE,"Salmon"
1950,61,"Japan","JPN","Catches","LOJ","Longlegged spiny lobster","Panulirus longipes",1000,NA,TRUE,FALSE,"Lobster"
1950,4,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",200,NA,FALSE,TRUE,"Salmon"
1950,61,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",6800,NA,FALSE,TRUE,"Salmon"
1950,31,"Martinique","MTQ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1950,81,"New Zealand","NZL","Catches","LOR","Red rock lobster","Jasus edwardsii",2700,NA,TRUE,FALSE,"Lobster"
1950,27,"Norway","NOR","Catches","LBE","European lobster","Homarus gammarus",1000,NA,TRUE,FALSE,"Lobster"
1950,27,"Norway","NOR","Catches","SAL","Atlantic salmon","Salmo salar",700,NA,FALSE,TRUE,"Salmon"
1950,27,"Portugal","PRT","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",200,NA,TRUE,FALSE,"Lobster"
1950,27,"Portugal","PRT","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1950,47,"South Africa","ZAF","Catches","LBC","Cape rock lobster","Jasus lalandii",19200,NA,TRUE,FALSE,"Lobster"
1950,27,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",100,NA,TRUE,FALSE,"Lobster"
1950,34,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",200,NA,TRUE,FALSE,"Lobster"
1950,37,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",800,NA,TRUE,FALSE,"Lobster"
1950,27,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",1300,NA,TRUE,FALSE,"Lobster"
1950,47,"St. Helena","SHN","Catches","LBT","Tristan da Cunha rock lobster","Jasus tristani",400,NA,TRUE,FALSE,"Lobster"
1950,27,"Sweden","SWE","Catches","LBE","European lobster","Homarus gammarus",200,NA,TRUE,FALSE,"Lobster"
1950,27,"Sweden","SWE","Catches","NEP","Norway lobster","Nephrops norvegicus",600,NA,TRUE,FALSE,"Lobster"
1950,27,"Sweden","SWE","Catches","SAL","Atlantic salmon","Salmo salar",1400,NA,FALSE,TRUE,"Salmon"
1950,31,"Turks & Caicos Islands","TCA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1950,27,"United Kingdom","GBR","Catches","LBE","European lobster","Homarus gammarus",1100,NA,TRUE,FALSE,"Lobster"
1950,27,"United Kingdom","GBR","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1950,27,"United Kingdom","GBR","Catches","SAL","Atlantic salmon","Salmo salar",1500,NA,FALSE,TRUE,"Salmon"
1950,77,"United States","USA","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",4816,NA,FALSE,TRUE,"Salmon"
1950,67,"United States","USA","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",11784,NA,FALSE,TRUE,"Salmon"
1950,67,"United States","USA","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",33800,NA,FALSE,TRUE,"Salmon"
1950,77,"United States","USA","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",683,NA,FALSE,TRUE,"Salmon"
1950,67,"United States","USA","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",17617,NA,FALSE,TRUE,"Salmon"
1950,21,"United States","USA","Catches","LBA","American lobster","Homarus americanus",10522,NA,TRUE,FALSE,"Lobster"
1950,67,"United States","USA","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",38900,NA,FALSE,TRUE,"Salmon"
1950,31,"United States","USA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",707,NA,TRUE,FALSE,"Lobster"
1950,77,"United States","USA","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",423,NA,TRUE,FALSE,"Lobster"
1950,67,"United States","USA","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",41500,NA,FALSE,TRUE,"Salmon"
1950,31,"Venezuela","VEN","Catches","SLC","Caribbean spiny lobster","Panulirus argus",200,NA,TRUE,FALSE,"Lobster"
1950,51,"Yemen","YEM","Catches","LOK","Scalloped spiny lobster","Panulirus homarus",300,NA,TRUE,FALSE,"Lobster"
1950,61,NA,"SUN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",600,NA,FALSE,TRUE,"Salmon"
1950,61,NA,"SUN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",61500,NA,FALSE,TRUE,"Salmon"
1950,61,NA,"SUN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",2300,NA,FALSE,TRUE,"Salmon"
1950,37,NA,"YUG","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1950,61,NA,"SUN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",36400,NA,FALSE,TRUE,"Salmon"
1950,27,NA,"SUN","Catches","SAL","Atlantic salmon","Salmo salar",1500,NA,FALSE,TRUE,"Salmon"
1950,61,NA,"SUN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",9300,NA,FALSE,TRUE,"Salmon"
1951,37,"Algeria","DZA","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1951,81,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",400,NA,FALSE,TRUE,"Salmon"
1951,57,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",2000,NA,FALSE,TRUE,"Salmon"
1951,57,"Australia","AUS","Catches","LOA","Australian spiny lobster","Panulirus cygnus",6000,NA,TRUE,FALSE,"Lobster"
1951,27,"Belgium","BEL","Catches","NEP","Norway lobster","Nephrops norvegicus",1300,NA,TRUE,FALSE,"Lobster"
1951,31,"Belize","BLZ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",200,NA,TRUE,FALSE,"Lobster"
1951,31,"Bermuda","BMU","Catches","SLC","Caribbean spiny lobster","Panulirus argus",200,NA,TRUE,FALSE,"Lobster"
1951,41,"Brazil","BRA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",600,NA,TRUE,FALSE,"Lobster"
1951,67,"Canada","CAN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",5200,NA,FALSE,TRUE,"Salmon"
1951,67,"Canada","CAN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",28800,NA,FALSE,TRUE,"Salmon"
1951,67,"Canada","CAN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",14600,NA,FALSE,TRUE,"Salmon"
1951,21,"Canada","CAN","Catches","LBA","American lobster","Homarus americanus",22700,NA,TRUE,FALSE,"Lobster"
1951,67,"Canada","CAN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",27200,NA,FALSE,TRUE,"Salmon"
1951,21,"Canada","CAN","Catches","SAL","Atlantic salmon","Salmo salar",2300,NA,FALSE,TRUE,"Salmon"
1951,67,"Canada","CAN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",13500,NA,FALSE,TRUE,"Salmon"
1951,87,"Chile","CHL","Catches","LOQ","Craylets, squat lobsters","Galatheidae",200,NA,TRUE,FALSE,"Lobster"
1951,31,"Colombia","COL","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1951,31,"Cuba","CUB","Catches","SLC","Caribbean spiny lobster","Panulirus argus",1000,NA,TRUE,FALSE,"Lobster"
1951,27,"Denmark","DNK","Catches","LBE","European lobster","Homarus gammarus",200,NA,TRUE,FALSE,"Lobster"
1951,27,"Denmark","DNK","Catches","NEP","Norway lobster","Nephrops norvegicus",600,NA,TRUE,FALSE,"Lobster"
1951,27,"Denmark","DNK","Catches","SAL","Atlantic salmon","Salmo salar",1100,NA,FALSE,TRUE,"Salmon"
1951,27,"Finland","FIN","Catches","SAL","Atlantic salmon","Salmo salar",400,NA,FALSE,TRUE,"Salmon"
1951,34,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",500,NA,TRUE,FALSE,"Lobster"
1951,27,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",1000,NA,TRUE,FALSE,"Lobster"
1951,27,"France","FRA","Catches","LBE","European lobster","Homarus gammarus",400,NA,TRUE,FALSE,"Lobster"
1951,27,"France","FRA","Catches","NEP","Norway lobster","Nephrops norvegicus",3600,NA,TRUE,FALSE,"Lobster"
1951,51,"French Southern Territories","ATF","Catches","JSP","St.Paul rock lobster","Jasus paulensis",200,NA,TRUE,FALSE,"Lobster"
1951,27,"Germany","DEU","Catches","SAL","Atlantic salmon","Salmo salar",200,NA,FALSE,TRUE,"Salmon"
1951,57,"Indonesia","IDN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",100,NA,TRUE,FALSE,"Lobster"
1951,71,"Indonesia","IDN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",500,NA,TRUE,FALSE,"Lobster"
1951,27,"Ireland","IRL","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",100,NA,TRUE,FALSE,"Lobster"
1951,27,"Ireland","IRL","Catches","LBE","European lobster","Homarus gammarus",100,NA,TRUE,FALSE,"Lobster"
1951,27,"Ireland","IRL","Catches","SAL","Atlantic salmon","Salmo salar",1200,NA,FALSE,TRUE,"Salmon"
1951,37,"Italy","ITA","Catches","NEP","Norway lobster","Nephrops norvegicus",1000,NA,TRUE,FALSE,"Lobster"
1951,37,"Italy","ITA","Catches","SLO","Common spiny lobster","Palinurus elephas",300,NA,TRUE,FALSE,"Lobster"
1951,4,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",1000,NA,FALSE,TRUE,"Salmon"
1951,61,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",13100,NA,FALSE,TRUE,"Salmon"
1951,61,"Japan","JPN","Catches","LOJ","Longlegged spiny lobster","Panulirus longipes",1000,NA,TRUE,FALSE,"Lobster"
1951,4,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",200,NA,FALSE,TRUE,"Salmon"
1951,61,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",9800,NA,FALSE,TRUE,"Salmon"
1951,31,"Martinique","MTQ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1951,81,"New Zealand","NZL","Catches","LOR","Red rock lobster","Jasus edwardsii",2900,NA,TRUE,FALSE,"Lobster"
1951,27,"Norway","NOR","Catches","LBE","European lobster","Homarus gammarus",900,NA,TRUE,FALSE,"Lobster"
1951,27,"Norway","NOR","Catches","SAL","Atlantic salmon","Salmo salar",900,NA,FALSE,TRUE,"Salmon"
1951,27,"Portugal","PRT","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",100,NA,TRUE,FALSE,"Lobster"
1951,27,"Portugal","PRT","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1951,47,"South Africa","ZAF","Catches","LBC","Cape rock lobster","Jasus lalandii",20900,NA,TRUE,FALSE,"Lobster"
1951,27,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",100,NA,TRUE,FALSE,"Lobster"
1951,34,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",200,NA,TRUE,FALSE,"Lobster"
1951,37,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",700,NA,TRUE,FALSE,"Lobster"
1951,27,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",1300,NA,TRUE,FALSE,"Lobster"
1951,37,"Spain","ESP","Catches","SLO","Common spiny lobster","Palinurus elephas",100,NA,TRUE,FALSE,"Lobster"
1951,47,"St. Helena","SHN","Catches","LBT","Tristan da Cunha rock lobster","Jasus tristani",400,NA,TRUE,FALSE,"Lobster"
1951,27,"Sweden","SWE","Catches","LBE","European lobster","Homarus gammarus",300,NA,TRUE,FALSE,"Lobster"
1951,27,"Sweden","SWE","Catches","NEP","Norway lobster","Nephrops norvegicus",600,NA,TRUE,FALSE,"Lobster"
1951,27,"Sweden","SWE","Catches","SAL","Atlantic salmon","Salmo salar",1100,NA,FALSE,TRUE,"Salmon"
1951,31,"Turks & Caicos Islands","TCA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1951,27,"United Kingdom","GBR","Catches","LBE","European lobster","Homarus gammarus",900,NA,TRUE,FALSE,"Lobster"
1951,27,"United Kingdom","GBR","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1951,27,"United Kingdom","GBR","Catches","SAL","Atlantic salmon","Salmo salar",1600,NA,FALSE,TRUE,"Salmon"
1951,77,"United States","USA","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",5144,NA,FALSE,TRUE,"Salmon"
1951,67,"United States","USA","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",14456,NA,FALSE,TRUE,"Salmon"
1951,67,"United States","USA","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",29600,NA,FALSE,TRUE,"Salmon"
1951,77,"United States","USA","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",881,NA,FALSE,TRUE,"Salmon"
1951,67,"United States","USA","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",22719,NA,FALSE,TRUE,"Salmon"
1951,21,"United States","USA","Catches","LBA","American lobster","Homarus americanus",11769,NA,TRUE,FALSE,"Lobster"
1951,67,"United States","USA","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",67000,NA,FALSE,TRUE,"Salmon"
1951,21,"United States","USA","Catches","SAL","Atlantic salmon","Salmo salar",1,NA,FALSE,TRUE,"Salmon"
1951,31,"United States","USA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",1405,NA,TRUE,FALSE,"Lobster"
1951,77,"United States","USA","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",374,NA,TRUE,FALSE,"Lobster"
1951,67,"United States","USA","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",30000,NA,FALSE,TRUE,"Salmon"
1951,51,"Yemen","YEM","Catches","LOK","Scalloped spiny lobster","Panulirus homarus",300,NA,TRUE,FALSE,"Lobster"
1951,61,NA,"SUN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",700,NA,FALSE,TRUE,"Salmon"
1951,61,NA,"SUN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",83400,NA,FALSE,TRUE,"Salmon"
1951,61,NA,"SUN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",2700,NA,FALSE,TRUE,"Salmon"
1951,37,NA,"YUG","Catches","NEP","Norway lobster","Nephrops norvegicus",200,NA,TRUE,FALSE,"Lobster"
1951,61,NA,"SUN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",154800,NA,FALSE,TRUE,"Salmon"
1951,27,NA,"SUN","Catches","SAL","Atlantic salmon","Salmo salar",900,NA,FALSE,TRUE,"Salmon"
1951,61,NA,"SUN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",7700,NA,FALSE,TRUE,"Salmon"
1952,37,"Algeria","DZA","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1952,81,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",500,NA,FALSE,TRUE,"Salmon"
1952,57,"Australia","AUS","Catches","ASA","Australian salmon","Arripis trutta",2500,NA,FALSE,TRUE,"Salmon"
1952,57,"Australia","AUS","Catches","LOA","Australian spiny lobster","Panulirus cygnus",6600,NA,TRUE,FALSE,"Lobster"
1952,27,"Belgium","BEL","Catches","NEP","Norway lobster","Nephrops norvegicus",1500,NA,TRUE,FALSE,"Lobster"
1952,31,"Belize","BLZ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",200,NA,TRUE,FALSE,"Lobster"
1952,31,"Bermuda","BMU","Catches","SLC","Caribbean spiny lobster","Panulirus argus",150,NA,TRUE,FALSE,"Lobster"
1952,41,"Brazil","BRA","Catches","SLC","Caribbean spiny lobster","Panulirus argus",500,NA,TRUE,FALSE,"Lobster"
1952,67,"Canada","CAN","Catches","CHI","Chinook(=Spring=King) salmon","Oncorhynchus tshawytscha",5700,NA,FALSE,TRUE,"Salmon"
1952,67,"Canada","CAN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",14500,NA,FALSE,TRUE,"Salmon"
1952,67,"Canada","CAN","Catches","COH","Coho(=Silver) salmon","Oncorhynchus kisutch",8900,NA,FALSE,TRUE,"Salmon"
1952,21,"Canada","CAN","Catches","LBA","American lobster","Homarus americanus",21700,NA,TRUE,FALSE,"Lobster"
1952,67,"Canada","CAN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",23200,NA,FALSE,TRUE,"Salmon"
1952,21,"Canada","CAN","Catches","SAL","Atlantic salmon","Salmo salar",2300,NA,FALSE,TRUE,"Salmon"
1952,67,"Canada","CAN","Catches","SOC","Sockeye(=Red) salmon","Oncorhynchus nerka",14000,NA,FALSE,TRUE,"Salmon"
1952,87,"Chile","CHL","Catches","LOQ","Craylets, squat lobsters","Galatheidae",100,NA,TRUE,FALSE,"Lobster"
1952,31,"Colombia","COL","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1952,31,"Cuba","CUB","Catches","SLC","Caribbean spiny lobster","Panulirus argus",1000,NA,TRUE,FALSE,"Lobster"
1952,27,"Denmark","DNK","Catches","LBE","European lobster","Homarus gammarus",200,NA,TRUE,FALSE,"Lobster"
1952,27,"Denmark","DNK","Catches","NEP","Norway lobster","Nephrops norvegicus",400,NA,TRUE,FALSE,"Lobster"
1952,27,"Denmark","DNK","Catches","SAL","Atlantic salmon","Salmo salar",1300,NA,FALSE,TRUE,"Salmon"
1952,27,"Finland","FIN","Catches","SAL","Atlantic salmon","Salmo salar",400,NA,FALSE,TRUE,"Salmon"
1952,34,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",400,NA,TRUE,FALSE,"Lobster"
1952,27,"France","FRA","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",1000,NA,TRUE,FALSE,"Lobster"
1952,27,"France","FRA","Catches","LBE","European lobster","Homarus gammarus",500,NA,TRUE,FALSE,"Lobster"
1952,27,"France","FRA","Catches","NEP","Norway lobster","Nephrops norvegicus",4500,NA,TRUE,FALSE,"Lobster"
1952,51,"French Southern Territories","ATF","Catches","JSP","St.Paul rock lobster","Jasus paulensis",200,NA,TRUE,FALSE,"Lobster"
1952,27,"Germany","DEU","Catches","NEP","Norway lobster","Nephrops norvegicus",700,NA,TRUE,FALSE,"Lobster"
1952,27,"Germany","DEU","Catches","SAL","Atlantic salmon","Salmo salar",200,NA,FALSE,TRUE,"Salmon"
1952,57,"Indonesia","IDN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",100,NA,TRUE,FALSE,"Lobster"
1952,71,"Indonesia","IDN","Catches","SLV","Tropical spiny lobsters nei","Panulirus spp",600,NA,TRUE,FALSE,"Lobster"
1952,27,"Ireland","IRL","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",100,NA,TRUE,FALSE,"Lobster"
1952,27,"Ireland","IRL","Catches","LBE","European lobster","Homarus gammarus",100,NA,TRUE,FALSE,"Lobster"
1952,27,"Ireland","IRL","Catches","SAL","Atlantic salmon","Salmo salar",900,NA,FALSE,TRUE,"Salmon"
1952,37,"Italy","ITA","Catches","NEP","Norway lobster","Nephrops norvegicus",1000,NA,TRUE,FALSE,"Lobster"
1952,37,"Italy","ITA","Catches","SLO","Common spiny lobster","Palinurus elephas",400,NA,TRUE,FALSE,"Lobster"
1952,4,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",1000,NA,FALSE,TRUE,"Salmon"
1952,61,"Japan","JPN","Catches","CHU","Chum(=Keta=Dog) salmon","Oncorhynchus keta",19000,NA,FALSE,TRUE,"Salmon"
1952,61,"Japan","JPN","Catches","LOJ","Longlegged spiny lobster","Panulirus longipes",1500,NA,TRUE,FALSE,"Lobster"
1952,4,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",300,NA,FALSE,TRUE,"Salmon"
1952,61,"Japan","JPN","Catches","PIN","Pink(=Humpback) salmon","Oncorhynchus gorbuscha",15200,NA,FALSE,TRUE,"Salmon"
1952,31,"Martinique","MTQ","Catches","SLC","Caribbean spiny lobster","Panulirus argus",100,NA,TRUE,FALSE,"Lobster"
1952,81,"New Zealand","NZL","Catches","LOR","Red rock lobster","Jasus edwardsii",3400,NA,TRUE,FALSE,"Lobster"
1952,27,"Norway","NOR","Catches","LBE","European lobster","Homarus gammarus",700,NA,TRUE,FALSE,"Lobster"
1952,27,"Norway","NOR","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1952,27,"Norway","NOR","Catches","SAL","Atlantic salmon","Salmo salar",1000,NA,FALSE,TRUE,"Salmon"
1952,27,"Portugal","PRT","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",200,NA,TRUE,FALSE,"Lobster"
1952,27,"Portugal","PRT","Catches","NEP","Norway lobster","Nephrops norvegicus",100,NA,TRUE,FALSE,"Lobster"
1952,47,"South Africa","ZAF","Catches","LBC","Cape rock lobster","Jasus lalandii",26700,NA,TRUE,FALSE,"Lobster"
1952,27,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",100,NA,TRUE,FALSE,"Lobster"
1952,34,"Spain","ESP","Catches","CRW","Palinurid spiny lobsters nei","Palinurus spp",200,NA,TRUE,FALSE,"Lobster"
1952,37,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",800,NA,TRUE,FALSE,"Lobster"
1952,27,"Spain","ESP","Catches","NEP","Norway lobster","Nephrops norvegicus",1800,NA,TRUE,FALSE,"Lobster"
1952,37,"Spain","ESP","Catches","SLO","Common spiny lobster","Palinurus elephas",100,NA,TRUE,FALSE,"Lobster"
1952,47,"St. Helena","SHN","Catches","LBT","Tristan da Cunha rock lobster","Jasus tristani",400,NA,TRUE,FALSE,"Lobster"
1952,27,"Sweden","SWE","Catches","LBE","European lobster","Homarus gammarus",200,NA,TRUE,FALSE,"Lobster"
1952,27,"Sweden","SWE","Catches","NEP","Norway lobster","Nephrops norvegicus",400,NA,TRUE,FALSE,"Lobster"
1952,27,"Sweden","SWE","Catches","SAL","Atlantic salmon","Salmo salar",800,NA,FALSE,TRUE,"Salmon"
