Country,Production_Area,Environment,Species,Year,Quantity,Quantity_Symbol,Value,Value_Symbol
764,71,3,MOD,1991,1092,,77035.7952,
764,71,3,MOD,1992,4003,,296291.9724,
764,71,3,MOD,1993,3572,,260997.4672,
764,71,3,MOD,1994,4836,,384597.408,
764,71,3,MOD,1995,4211,,529049.2798,
764,71,3,MOD,1996,5438,,721000.4928,
764,71,3,MSV,1950,14000,F,,
764,71,3,MSV,1951,12500,F,,
764,71,3,MSV,1952,13800,F,,
764,71,3,MSV,1953,14500,F,,
764,71,3,MSV,1954,15200,F,,
764,71,3,MSV,1955,14300,F,,
764,71,3,MSV,1956,14400,F,,
764,71,3,MSV,1957,15000,F,,
764,71,3,MSV,1958,12700,F,,
764,71,3,MSV,1959,13300,F,,
764,71,3,MSV,1960,13000,F,,
764,71,3,MSV,1961,21700,F,,
764,71,3,MSV,1962,20500,F,,
764,71,3,MSV,1963,18100,F,,
764,71,3,MSV,1964,17500,F,,
764,71,3,MSV,1965,15700,F,,
764,71,3,MSV,1966,25500,F,,
764,71,3,MSV,1967,26400,F,,
764,71,3,MSV,1968,35500,F,,
764,71,3,MSV,1969,40000,,,
764,71,3,MSV,1970,45000,,,
764,71,3,MSV,1971,50000,F,,
764,71,3,MSV,1972,20000,F,,
764,71,3,MSV,1973,10000,F,,
764,71,3,MSV,1974,12000,F,,
764,71,3,MSV,1975,42267,,,
764,71,3,MSV,1976,72542,,,
764,71,3,MSV,1977,81855,,,
764,71,3,MSV,1978,49868,,,
764,71,3,MSV,1979,48266,,,
764,71,3,MSV,1980,27711,,,
764,71,3,MSV,1981,36656,,,
764,71,3,MSV,1982,16090,,,
764,71,3,MSV,1983,18716,,,
764,71,3,MSV,1984,26217,,1446546.57,
764,71,3,MSV,1985,25906,,1459959.054,
764,71,3,MSV,1986,11095,,738535.9013,
764,71,3,MSV,1987,23949,,1861316.28,
764,71,3,MSV,1988,44237,,3200585.879,
764,71,3,MSV,1989,58669,,5090668.062,
764,71,3,MSV,1990,58400,,5710936,
764,71,3,MSV,1991,35500,,3617421.6,
764,71,3,MSV,1992,14032,,1729180.619,
764,71,3,MSV,1993,24391,,2938208.155,
764,71,3,MSV,1994,25733,,3069741.036,
764,71,3,MSV,1995,51182,,5649584.32,
764,71,3,MSV,1996,35489,,6287777.771,
891,37,2,ELE,2003,6,,48000,
891,37,3,MSM,2003,2,,1700,
156,61,3,FYS,1993,193230,,11593800,
156,61,3,FYS,1994,290000,,17400000,
124,2,1,FRF,2003,513,,3672105.3,
156,61,3,FYS,1995,306150,,18369000,
124,21,3,SAL,2003,34550,,94720631.97,
156,61,3,FYS,1996,303680,,18220800,
124,67,3,CHI,2001,7500,,29055465,
124,67,3,CHI,2002,10400,,26646746.88,
124,67,3,CHI,2003,15700,,26297427.78,
124,67,3,COH,1999,2000,,8077218,
124,67,3,COH,2001,2500,,5940228.4,
156,61,3,FYS,1997,300130,F,18007800,
124,67,3,COH,2003,1400,,4369304.24,
124,2,1,TRR,2003,1150,,4519266.435,
124,21,3,COD,2003,0,-,0,
156,61,3,FYS,1998,330137,F,19808220,
124,21,3,OYA,2003,5784,,7700855.774,
124,21,3,MUS,2003,20510,,22021894.65,
124,21,3,SCX,2003,15,,61845.984,
124,67,3,SCX,2003,130,,535998.528,
124,21,3,BCL,2003,0,-,0,
68,3,1,FCP,2006,50,F,99864,
124,21,3,MOL,2003,582,,4353484.839,
124,67,3,MOL,2003,0,-,0,
100,5,1,SVC,2005,10,,17900,
100,5,1,FPI,2005,4,,11360,
100,5,1,CGO,2005,8,,6000,
68,3,1,FCP,2007,71,,149239.8686,
68,3,1,TLN,2006,50,F,99864,
360,71,3,GPX,2003,8665,,79663237.2,
752,5,1,ELE,1983,2,,,
144,57,2,MUD,1993,0,-,0,
144,57,2,MUD,1994,0,-,0,
144,57,2,MUD,1995,0,-,0,
144,57,2,MUD,1996,0,-,0,
144,57,2,MUD,1997,0,-,0,
144,57,2,MUD,1998,0,-,0,
144,57,2,MUD,1999,0,-,0,
360,71,3,MZZ,2003,3420,,8550000,
360,4,1,PRF,2003,246,,1547940.24,
156,61,3,FYS,1999,366184,F,21971040,
156,61,3,FYS,2000,424913,F,25494780,
156,61,3,FYS,2001,512970,F,30778200,
156,61,3,FYS,2002,587750,F,35265000,
156,61,3,FYS,2003,636914,F,38214840,
156,61,3,FYS,2004,708863,F,42531780,
156,61,3,FYS,2005,703093,F,42185580,
108,1,1,TLN,1991,50,,50000,
108,1,1,TLN,1992,48,F,48000,
840,67,3,OYF,2003,46,,243340,
840,67,3,OYH,2003,17,,115600,
840,67,3,OYX,2003,0,-,0,
840,67,3,OYG,2003,42756,,35915040,
840,31,3,OYA,2003,65632,,26252800,
840,67,3,OYC,2003,272,,1063520,
840,21,3,MUS,2003,1545,,3522600,
840,67,3,CLJ,2003,2975,,13923000,
840,67,3,BCL,2003,5,,2350,
840,67,3,PTS,2003,64,,270720,
840,21,3,CLH,2003,31934,,36724100,
840,67,3,TQU,2003,5,,3850,
840,21,3,CLS,2003,508,,391160,
840,67,3,GEC,2003,220,,2501400,
214,2,1,FCP,2003,493,F,788800,
214,2,1,TLP,2003,350,F,763000,
214,2,1,TLM,2003,208,F,788320,
214,2,1,TLN,2003,208,F,351520,
214,2,1,PRF,2003,78,F,780000,
328,3,1,TLP,2003,3,F,2550,
328,3,1,TLN,2003,1,F,1000,
795,4,1,FCG,2003,1,,2800,
795,4,1,SVC,2003,23,,64400,
328,3,2,HSR,2003,76,F,342000,
328,3,2,TLM,2003,183,F,183000,
328,3,2,TLN,2003,183,F,183000,
108,1,1,TLN,1993,48,F,48000,
180,1,1,CLZ,2003,6,F,21000,
180,1,1,TLP,2003,2959,F,7397500,
112,5,1,FPI,1999,12,,32400,
112,5,1,FPI,2002,23,,62100,
704,71,3,MOL,1963,840,F,,
704,71,3,MOL,1964,910,F,,
704,71,3,MOL,1965,990,F,,
704,71,3,MOL,1966,1070,F,,
704,71,3,MOL,1967,1160,F,,
704,71,3,MOL,1968,1250,F,,
704,71,3,MOL,1969,1350,F,,
643,37,3,SVC,2000,0,-,0,
643,37,3,SVC,2001,0,-,0,
643,37,3,SVC,2002,0,-,0,
643,37,3,SVC,1988,0,-,0,
643,37,3,SVC,1989,0,-,0,
643,37,3,SVC,1990,0,-,0,
643,37,3,SVC,1991,0,-,0,
643,37,3,SVC,1992,21,,42000,
643,37,3,SVC,1993,58,,116000,
643,37,3,SVC,1994,0,-,0,
643,37,3,SVC,1995,0,-,0,
643,37,3,SVC,1996,0,-,0,
643,37,3,SVC,1997,0,-,0,
643,37,3,SVC,1998,0,-,0,
643,37,3,SVC,1999,0,-,0,
643,5,1,ITP,2000,65,,136500,
643,5,1,ITP,2001,180,,360000,
643,5,1,ITP,2002,156,,312000,
643,5,1,ITP,1988,0,-,0,
643,5,1,ITP,1989,0,-,0,
643,5,1,ITP,1990,0,-,0,
643,5,1,ITP,1991,0,-,0,
643,5,1,ITP,1992,0,-,0,
643,5,1,ITP,1993,0,-,0,
643,5,1,ITP,1994,0,-,0,
643,5,1,ITP,1995,100,,200000,
643,5,1,ITP,1996,90,,180000,
643,5,1,ITP,1997,73,,153300,
643,5,1,ITP,1998,50,,105000,
643,5,1,ITP,1999,90,,180000,
643,5,1,GTA,2000,2,,8000,
643,5,1,GTA,2001,0,-,0,
643,5,1,GTA,2002,0,-,0,
643,5,1,GTA,1988,0,-,0,
643,5,1,GTA,1989,0,-,0,
643,5,1,GTA,1990,0,-,0,
643,5,1,GTA,1991,0,-,0,
643,5,1,GTA,1992,0,-,0,
643,5,1,GTA,1993,0,-,0,
643,5,1,GTA,1994,0,-,0,
643,5,1,GTA,1995,0,-,0,
643,5,1,GTA,1996,0,-,0,
643,5,1,GTA,1997,0,-,0,
643,5,1,GTA,1998,0,-,0,
643,5,1,GTA,1999,0,-,0,
643,5,1,MUL,2000,0,-,0,
643,5,1,MUL,2001,0,-,0,
643,5,1,MUL,2002,0,-,0,
643,5,1,MUL,1988,42,,84000,
643,5,1,MUL,1989,0,-,0,
643,5,1,MUL,1990,36,,75600,
643,5,1,MUL,1991,0,-,0,
643,5,1,MUL,1992,0,-,0,
643,5,1,MUL,1993,0,-,0,
643,5,1,MUL,1994,0,-,0,
643,5,1,MUL,1995,0,-,0,
643,5,1,MUL,1996,0,-,0,
643,5,1,MUL,1997,0,-,0,
643,5,1,MUL,1998,0,-,0,
643,5,1,MUL,1999,0,-,0,
643,37,3,MUL,2000,0,-,0,
643,37,3,MUL,2001,0,-,0,
643,37,3,MUL,2002,0,-,0,
643,37,3,MUL,1988,26,,52000,
643,37,3,MUL,1989,0,-,0,
643,37,3,MUL,1990,4,,8400,
643,37,3,MUL,1991,2,,4400,
643,37,3,MUL,1992,0,-,0,
643,37,3,MUL,1993,10,,20000,
643,37,3,MUL,1994,20,,40000,
643,37,3,MUL,1995,100,,200000,
643,37,3,MUL,1996,70,,154000,
643,37,3,MUL,1997,0,-,0,
643,37,3,MUL,1998,0,-,0,
643,37,3,MUL,1999,0,-,0,
643,5,1,FPE,2000,18,,36000,
643,5,1,FPE,2001,17,,34000,
643,5,1,FPE,2002,36,,72000,
643,5,1,FPE,1988,0,-,0,
643,5,1,FPE,1989,0,-,0,
643,5,1,FPE,1990,0,-,0,
643,5,1,FPE,1991,0,-,0,
643,5,1,FPE,1992,0,-,0,
643,5,1,FPE,1993,0,-,0,
643,5,1,FPE,1994,0,-,0,
643,5,1,FPE,1995,0,-,0,
643,5,1,FPE,1996,0,-,0,
643,5,1,FPE,1997,0,-,0,
643,5,1,FPE,1998,23,,43700,
643,5,1,FPE,1999,19,,36100,
643,5,1,FPP,2000,0,-,0,
643,5,1,FPP,2001,1,,2600,
643,5,1,FPP,1988,0,-,0,
643,5,1,FPP,1989,0,-,0,
643,5,1,FPP,1990,0,-,0,
643,5,1,FPP,1991,0,-,0,
643,5,1,FPP,1992,0,-,0,
643,5,1,FPP,1993,0,-,0,
643,5,1,FPP,1994,0,-,0,
643,5,1,FPP,1995,200,,400000,
643,5,1,FPP,1996,0,-,0,
643,5,1,FPP,1997,0,-,0,
643,5,1,FPP,1998,2,,5200,
643,5,1,FPP,1999,1,,2600,
643,37,3,FLX,2000,3,,8400,
643,37,3,FLX,2001,0,-,0,
643,37,3,FLX,2002,0,-,0,
643,37,3,FLX,1988,3,,9000,
643,37,3,FLX,1989,0,-,0,
643,37,3,FLX,1990,20,,56000,
643,37,3,FLX,1991,20,,56000,
643,37,3,FLX,1992,0,-,0,
643,37,3,FLX,1993,0,-,0,
643,37,3,FLX,1994,0,-,0,
643,37,3,FLX,1995,50,,125000,
643,37,3,FLX,1996,50,,125000,
643,37,3,FLX,1997,20,,54000,
643,37,3,FLX,1998,20,,54000,
643,37,3,FLX,1999,3,,8400,
643,5,1,FRF,2000,2207,,4193300,
643,5,1,FRF,2001,1280,,2560000,
643,5,1,FRF,2002,2711,,5422000,
643,5,1,FRF,1988,0,-,0,
643,5,1,FRF,1989,0,-,0,
643,5,1,FRF,1990,0,-,0,
643,5,1,FRF,1991,0,-,0,
643,5,1,FRF,1992,0,-,0,
643,5,1,FRF,1993,0,-,0,
643,5,1,FRF,1994,0,-,0,
643,5,1,FRF,1995,1570,,3140000,
643,5,1,FRF,1996,990,,2178000,
643,5,1,FRF,1997,1374,,3160200,
643,5,1,FRF,1998,2544,,5088000,
643,5,1,FRF,1999,3152,,5673600,
643,37,3,MZZ,2000,4,,4000,
643,37,3,MZZ,2001,0,-,0,
643,37,3,MZZ,2002,0,-,0,
643,37,3,MZZ,1988,0,-,0,
643,37,3,MZZ,1989,0,-,0,
643,37,3,MZZ,1990,0,-,0,
643,37,3,MZZ,1991,0,-,0,
643,37,3,MZZ,1992,0,-,0,
643,37,3,MZZ,1993,0,-,0,
643,37,3,MZZ,1994,0,-,0,
643,5,1,FCX,1998,15,,105000,
643,5,1,FCX,1999,25,,175000,
643,61,3,JSC,2000,197,,1024400,
643,61,3,JSC,2001,162,,842400,
643,61,3,JSC,2002,41,,213200,
643,61,3,JSC,1988,64,,332800,
643,61,3,JSC,1989,104,,520000,
643,61,3,JSC,1990,124,,620000,
643,61,3,JSC,1991,153,,765000,
643,61,3,JSC,1992,150,,750000,
643,61,3,JSC,1993,155,,775000,
643,61,3,JSC,1994,1001,,4504500,
643,61,3,JSC,1995,113,,565000,
643,61,3,JSC,1996,26,,143000,
643,61,3,JSC,1997,600,,3000000,
643,61,3,JSC,1998,350,,1785000,
643,61,3,JSC,1999,0,-,0,
643,27,3,MSX,2000,98,,127400,
643,27,3,MSX,2001,101,,131300,
643,27,3,MSX,1988,0,-,0,
643,27,3,MSX,1989,0,-,0,
643,27,3,MSX,1990,0,-,0,
643,27,3,MSX,1991,0,-,0,
643,27,3,MSX,1992,0,-,0,
643,27,3,MSX,1993,56,,56000,
643,27,3,MSX,1994,35,,35000,
643,27,3,MSX,1995,300,,300000,
643,27,3,MSX,1996,600,,600000,
643,27,3,MSX,1997,700,,770000,
643,27,3,MSX,1998,200,,240000,
643,27,3,MSX,1999,100,,120000,
643,61,3,MSX,2000,0,-,0,
643,61,3,MSX,2001,42,,54600,
643,61,3,MSX,1988,104,,114400,
643,61,3,MSX,1989,206,,206000,
643,61,3,MSX,1990,35,,42000,
643,61,3,MSX,1991,20,,24000,
643,61,3,MSX,1992,350,,350000,
643,61,3,MSX,1993,594,,594000,
643,61,3,MSX,1994,549,,549000,
643,61,3,MSX,1995,100,,100000,
643,61,3,MSX,1996,10,,10000,
643,61,3,MSX,1997,0,-,0,
643,61,3,MSX,1998,280,,336000,
643,61,3,MSX,1999,400,,480000,
643,37,3,MSM,2000,202,,242400,
643,37,3,MSM,2001,0,-,0,
643,37,3,MSM,1988,0,-,0,
643,37,3,MSM,1989,0,-,0,
643,37,3,MSM,1990,0,-,0,
643,37,3,MSM,1991,29,,29000,
643,37,3,MSM,1992,5,,5000,
643,37,3,MSM,1993,0,-,0,
643,37,3,MSM,1994,314,,251200,
643,37,3,MSM,1995,575,,460000,
643,37,3,MSM,1996,500,,500000,
643,37,3,MSM,1997,600,,660000,
643,37,3,MSM,1998,120,,144000,
643,37,3,MSM,1999,0,-,0,
643,61,3,URC,2000,0,-,0,
643,61,3,URC,2001,0,-,0,
643,61,3,URC,2002,0,-,0,
643,61,3,URC,1988,0,-,0,
643,61,3,URC,1989,0,-,0,
643,61,3,URC,1990,0,-,0,
643,61,3,URC,1991,0,-,0,
643,61,3,URC,1992,0,-,0,
643,61,3,URC,1993,0,-,0,
643,61,3,URC,1994,0,-,0,
643,61,3,URC,1995,0,-,0,
643,61,3,URC,1996,0,-,0,
643,61,3,URC,1997,74,,111000,
643,61,3,URC,1998,30,,45000,
643,61,3,URC,1999,0,-,0,
643,27,3,SWB,2000,112,,246400,
643,27,3,SWB,2001,103,,257500,
643,27,3,SWB,1988,0,-,0,
643,27,3,SWB,1989,0,-,0,
643,27,3,SWB,1990,0,-,0,
643,27,3,SWB,1991,0,-,0,
643,27,3,SWB,1992,0,-,0,
643,27,3,SWB,1993,0,-,0,
643,27,3,SWB,1994,0,-,0,
643,27,3,SWB,1995,0,-,0,
643,27,3,SWB,1996,0,-,0,
643,27,3,SWB,1997,0,-,0,
643,27,3,SWB,1998,0,-,0,
643,27,3,SWB,1999,100,,220000,
643,61,3,SWB,2000,2896,,6371200,
643,61,3,SWB,2001,401,,1002500,
643,61,3,SWB,1988,5000,,10000000,
643,61,3,SWB,1989,3070,,6754000,
643,61,3,SWB,1990,5388,,10776000,
643,61,3,SWB,1991,9742,,17535600,
643,61,3,SWB,1992,1300,,2990000,
643,61,3,SWB,1993,1500,,3450000,
643,61,3,SWB,1994,2500,,5250000,
643,61,3,SWB,1995,6560,,13120000,
643,61,3,SWB,1996,410,,1025000,
643,61,3,SWB,1997,6595,,13849500,
643,61,3,SWB,1998,3035,,6677000,
643,61,3,SWB,1999,2900,,6380000,
646,1,1,FCP,2000,4,,5156,
646,1,1,FCP,2001,40,,40000,
646,1,1,FCP,2002,50,F,50000,
646,1,1,FCP,1983,3,,,
646,1,1,FCP,1985,4,,4946,
646,1,1,FCP,1986,10,F,12500,
646,1,1,FCP,1987,9,F,11250,
646,1,1,FCP,1988,10,F,13000,
646,1,1,FCP,1989,7,F,10500,
646,1,1,FCP,1990,5,F,7500,
646,1,1,FCP,1991,4,F,7997,
646,1,1,FCP,1992,6,,9033.6,
646,1,1,FCP,1993,6,F,9000,
646,1,1,FCP,1994,5,F,8000,
646,1,1,FCP,1995,5,F,7500,
646,1,1,FCP,1996,5,F,7750,
646,1,1,FCP,1997,4,F,6400,
646,1,1,FCP,1998,3,,4803,
646,1,1,FCP,1999,19,,28456.3,
646,1,1,CLZ,2000,14,,14436.8,
646,1,1,CLZ,2001,14,,14700,
646,1,1,CLZ,2002,20,F,21000,
646,1,1,CLZ,1989,3,F,5700,
646,1,1,CLZ,1990,5,F,12500,
646,1,1,CLZ,1991,6,F,11995.5,
646,1,1,CLZ,1992,2,,3011.2,
646,1,1,CLZ,1993,2,F,3000,
646,1,1,CLZ,1994,5,F,8000,
646,1,1,CLZ,1995,4,F,6600,
646,1,1,CLZ,1996,5,F,8000,
578,27,3,CHR,1998,189,,1036790.693,
578,27,3,COD,2000,169,,385890.2398,
578,27,3,COD,2001,864,,1723834.794,
578,27,3,COD,1987,5,,15995.9288,
578,27,3,COD,1988,74,,294514.339,
578,27,3,COD,1989,125,,375000,
578,27,3,COD,1990,555,,1665000,
578,27,3,COD,1992,232,,696000,
578,27,3,COD,1993,367,,1101000,
578,27,3,COD,1994,569,,1183402.928,
578,27,3,COD,1995,284,,629843.3856,
578,27,3,COD,1997,304,,618082.2816,
578,27,3,COD,1998,199,,440984.3821,
578,27,3,FIN,2000,1141,,6550358.274,
616,5,1,FRF,1990,0,-,0,
616,5,1,FRF,1991,0,-,0,
616,5,1,FRF,1992,0,-,0,
616,5,1,FRF,1993,0,-,0,
616,5,1,FRF,1994,0,-,0,
616,5,1,FRF,1995,0,-,0,
616,5,1,FRF,1996,0,-,0,
616,5,1,FRF,1997,0,-,0,
616,5,1,FRF,1998,0,-,0,
616,5,1,FRF,1999,0,-,0,
620,5,1,TRR,2000,1292,,4328200,
620,5,1,TRR,2001,1211,,4117400,
620,5,1,TRR,1965,1,F,,
620,5,1,TRR,1966,3,F,,
620,5,1,TRR,1967,8,F,,
620,5,1,TRR,1968,16,F,,
620,5,1,TRR,1969,24,F,,
620,5,1,TRR,1970,47,F,,
620,5,1,TRR,1971,79,F,,
620,5,1,TRR,1972,119,F,,
620,5,1,TRR,1973,155,F,,
620,5,1,TRR,1974,203,F,,
620,5,1,TRR,1975,232,F,,
620,5,1,TRR,1976,265,F,,
620,5,1,TRR,1977,303,F,,
620,5,1,TRR,1978,346,F,,
620,5,1,TRR,1979,396,F,,
620,5,1,TRR,1980,452,F,,
620,5,1,TRR,1981,517,F,,
620,5,1,TRR,1982,591,F,,
620,5,1,TRR,1983,676,F,,
620,5,1,TRR,1984,700,,1443960,
620,5,1,TRR,1985,800,,1410720,
620,5,1,TRR,1986,1165,,2337805.5,
620,5,1,TRR,1987,1569,,3343382.1,
620,5,1,TRR,1988,1350,,2819205,
620,5,1,TRR,1989,973,,3092680.5,
620,5,1,TRR,1990,2000,,7032000,
620,5,1,TRR,1991,2000,,6942000,
620,5,1,TRR,1992,1181,,4133500,
620,5,1,TRR,1993,933,,3172200,
620,5,1,TRR,1994,1164,,3841200,
620,5,1,TRR,1995,948,,3223200,
620,5,1,TRR,1996,1313,,4332900,
620,5,1,TRR,1997,984,,3345600,
620,5,1,TRR,1998,1251,,4128300,
620,5,1,TRR,1999,1249,,4184150,
724,27,2,ELE,2010,8.5,,72183.03268,
324,1,1,FRF,2009,17,F,106258.5,
324,1,1,FRF,2010,20,F,105384,
324,1,1,FRF,2011,20,F,90300,
516,47,3,OYG,1997,30,F,69000,
516,47,3,OYG,1998,30,F,69000,
516,47,3,OYG,1999,30,F,69000,
218,3,1,CSD,2010,870.46,,3351271,
170,3,1,FCP,2005,500,F,1500000,
170,3,1,FCP,2006,700,F,2100000,
170,3,1,FCP,2007,700,F,2100000,
170,3,1,TLN,2005,8000,F,24000000,
170,3,1,TLN,2006,7600,F,22800000,
170,3,1,TLN,2007,9000,F,27000000,
170,3,1,TLP,2005,16000,F,48000000,
170,3,1,TLP,2006,15546,F,46638000,
638,1,1,TRR,1990,0,0,0,
638,1,1,TRR,1991,0,0,0,
638,1,1,TRR,1992,0,0,0,
638,1,1,TRR,1993,0,0,0,
638,1,1,TRR,1994,0,0,0,
638,1,1,TRR,1997,45,,115797.6,
638,1,1,TRR,1998,46,,138000,
638,1,1,TRR,1999,47,,235000,
638,1,1,FCY,2000,7,,56000,
638,1,1,FCY,2001,2,,15000.048,
638,1,1,FCY,2002,1,,7946.4,
638,1,1,FCY,1999,9,,81000,
638,51,3,CBA,2001,1,,8839.314,
638,51,3,CBA,2002,4,,37840,
638,51,3,RES,2001,1,,8839.314,
638,51,3,RES,2002,1,,7095,
638,51,3,UBS,2000,0,-,0,
638,51,3,UBS,2001,0,-,0,
638,51,3,UBS,2002,3,,21285,
638,51,3,UBS,1981,0,-,,
638,51,3,UBS,1982,0,-,,
638,51,3,UBS,1983,0,-,,
638,51,3,UBS,1984,0,-,0,
638,51,3,UBS,1985,0,-,0,
638,51,3,UBS,1986,0,-,0,
638,51,3,UBS,1987,0,-,0,
638,51,3,UBS,1988,0,-,0,
638,51,3,UBS,1989,0,-,0,
638,51,3,UBS,1990,0,-,0,
638,51,3,UBS,1991,0,-,0,
638,51,3,UBS,1992,0,-,0,
638,51,3,UBS,1993,0,-,0,
638,51,3,UBS,1994,0,-,0,
638,51,3,UBS,1995,0,-,0,
638,51,3,UBS,1996,0,-,0,
638,51,3,UBS,1997,0,-,0,
638,51,3,UBS,1998,0,-,0,
638,51,3,UBS,1999,0,-,0,
638,51,3,RDM,2001,15,,96428.88,
638,51,2,TLP,2000,15,,105000,
638,51,2,TLP,2001,10,,54464.46,
638,51,2,TLP,2002,5,,30508.5,
638,51,2,TLP,1984,0,-,0,
638,51,2,TLP,1985,0,-,0,
638,51,2,TLP,1986,0,-,0,
638,51,2,TLP,1987,0,-,0,
638,51,2,TLP,1988,0,-,0,
638,51,2,TLP,1989,0,-,0,
638,51,2,TLP,1990,0,-,0,
638,51,2,TLP,1991,0,-,0,
638,51,2,TLP,1992,0,-,0,
638,51,2,TLP,1993,0,-,0,
638,51,2,TLP,1994,0,-,0,
638,51,2,TLP,1995,0,-,0,
638,51,2,TLP,1996,0,-,0,
638,51,2,TLP,1997,15,,105504.48,
638,51,2,TLP,1998,15,,105000,
638,51,2,TLP,1999,15,,105000,
638,1,1,TLP,2000,73,,511000,
638,1,1,TLP,2001,58,,315893.868,
638,1,1,TLP,2002,55,,335593.5,
638,1,1,TLP,1984,0,-,0,
638,1,1,TLP,1985,0,-,0,
638,1,1,TLP,1986,0,-,0,
638,1,1,TLP,1987,0,-,0,
638,1,1,TLP,1988,0,-,0,
638,1,1,TLP,1989,0,-,0,
638,1,1,TLP,1990,0,-,0,
638,1,1,TLP,1991,0,-,0,
638,1,1,TLP,1992,0,-,0,
638,1,1,TLP,1993,0,-,0,
638,1,1,TLP,1994,0,-,0,
638,1,1,TLP,1995,0,-,0,
638,1,1,TLP,1996,0,-,0,
638,1,1,TLP,1997,70,,492354.24,
638,1,1,TLP,1998,60,,420000,
638,1,1,TLP,1999,65,,455000,
638,51,2,MZZ,2000,0,0,0,
638,51,2,MZZ,2001,1,,6785.736,
638,51,2,MZZ,1985,1,,1500,
638,51,2,MZZ,1986,3,,4500,
638,51,2,MZZ,1987,5,,7500,
638,51,2,MZZ,1988,0,0,0,
638,51,2,MZZ,1989,0,0,0,
638,51,2,MZZ,1990,0,0,0,
112,5,1,FCC,2003,1608,,4341600,
112,5,1,TRO,2003,15,,37500,
112,5,1,FPI,2003,19,,51300,
112,5,1,FCP,2003,3386,,8803600,
112,5,1,FCG,2003,12,,31800,
112,5,1,SVC,2003,265,,689000,
112,5,1,FRF,2003,88,,140800,
762,4,1,FCC,2003,2,,5000,
762,4,1,FCP,2003,47,,117500,
762,4,1,FCG,2003,30,,75000,
762,4,1,SVC,2003,88,,211200,
417,4,1,FCP,2003,7,,11900,
417,4,1,FCG,2003,1,,2600,
417,4,1,SVC,2003,4,,8000,
268,4,1,TRR,2003,7,,21000,
268,4,1,FCP,2003,18,,46800,
268,4,1,SVC,2003,30,,79500,
268,4,1,FRF,2003,1,,1500,
108,1,1,TLN,1994,48,F,48000,
108,1,1,TLN,1995,48,F,48000,
108,1,1,TLN,1996,48,F,48000,
108,1,1,TLN,1997,48,F,48000,
408,61,3,LNJ,2003,444295,F,244362250,
408,4,1,FRF,2003,1500,F,8250000,
408,61,3,MOL,2003,60000,F,39000000,
231,1,1,FCC,1998,2,F,4000,
231,1,1,FCY,1998,2,F,5000,
231,1,1,TLP,1998,10,F,25000,
108,1,1,TLN,1998,48,F,48000,
108,1,1,TLN,1999,48,F,48000,
108,1,1,TLN,2000,48,F,48000,
108,1,1,TLN,2001,48,F,67200,
108,1,1,TLN,2002,48,F,67200,
108,1,1,TLN,2003,48,F,67200,
108,1,1,TLN,2004,48,F,67200,
108,1,1,TLN,2005,48,F,67200,
108,1,1,TLN,2006,48,F,72000,
108,1,1,TLN,2007,48,F,72000,
108,1,1,TLN,2008,48,F,72000,
108,1,1,TLN,2009,48,F,72000,
380,37,3,BFT,2006,370,,4752760.815,
380,37,3,BFT,2007,860,,17681199.63,
218,87,2,PNV,2001,45269,F,248979500,
499,37,2,ELE,2006,9,F,72000,
380,37,3,BFT,2008,370,,6441841.713,
380,37,3,BFT,2009,120,,1977218.88,
466,1,1,TLN,2006,700,F,700000,
466,1,1,CLZ,2006,300,F,300000,
466,1,1,FRF,2006,0,-,0,
764,4,1,LRH,1958,24,F,,
764,4,1,LRH,1959,30,F,,
764,4,1,LRH,1960,27,F,,
764,4,1,LRH,1961,36,F,,
764,4,1,LRH,1962,30,F,,
764,4,1,LRH,1963,30,F,,
764,4,1,LRH,1964,30,F,,
764,4,1,LRH,1965,48,F,,
764,4,1,LRH,1966,60,F,,
764,4,1,LRH,1967,78,F,,
764,4,1,LRH,1968,60,F,,
764,4,1,LRH,1969,75,F,,
764,4,1,LRH,1970,84,F,,
764,4,1,LRH,1971,90,F,,
764,4,1,LRH,1972,108,F,,
764,4,1,LRH,1973,96,F,,
764,4,1,LRH,1974,84,F,,
764,4,1,LRH,1975,96,F,,
764,4,1,LRH,1976,55,,,
764,4,1,LRH,1977,214,,,
764,4,1,LRH,1978,229,,,
764,4,1,LRH,1979,334,,,
764,4,1,LRH,1980,296,,,
764,4,1,LRH,1981,374,,,
764,4,1,LRH,1982,427,,,
764,4,1,LRH,1983,469,,,
764,4,1,LRH,1984,489,,366750,
764,4,1,LRH,1985,796,,631256.6719,
764,4,1,LRH,1986,755,,554543.3249,
764,4,1,LRH,1987,840,,630324.744,
764,4,1,LRH,1988,1650,,1283812.992,
764,4,1,LRH,1989,965,,698395.59,
764,4,1,LRH,1990,900,,704088,
764,4,1,LRH,1991,988,,774433.92,
764,4,1,LRH,1992,1137,,972739.6907,
764,4,1,LRH,1993,2635,,1747368.208,
804,5,1,SRE,2000,1,,2700,
804,5,1,SRE,2001,1,,2700,
804,5,1,SRE,2002,1,,2700,
804,5,1,SRE,1988,0,-,0,
804,5,1,SRE,1989,0,-,0,
804,5,1,SRE,1990,0,-,0,
804,5,1,SRE,1991,0,-,0,
804,5,1,SRE,1992,0,-,0,
804,5,1,SRE,1993,0,-,0,
804,5,1,SRE,1994,0,-,0,
804,5,1,SRE,1995,0,-,0,
804,5,1,SRE,1996,0,-,0,
