Country,Production_Area,Environment,Species,Year,Quantity,Quantity_Symbol,Value,Value_Symbol
458,4,1,FCG,1985,1784,,2314117.812,
458,4,1,FCG,1986,1521,,2440700.241,
458,4,1,FCG,1987,778,,1322600,
458,4,1,FCG,1988,968,,1645600,
458,4,1,FCG,1989,1127,,1837010,
458,4,1,FCG,1990,1108,,1441967.155,
458,4,1,FCG,1991,1090,,1621232.646,
458,4,1,FCG,1992,913,,1617096.242,
458,4,1,FCG,1993,927,,1501878.355,
458,4,1,FCG,1994,945,,1495524.067,
458,4,1,FCG,1995,713,,1282184.228,
458,4,1,FCG,1996,835,,1453524.396,
458,4,1,FCG,1997,806,,1271687.013,
458,4,1,FCG,1998,917,,1090106.968,
458,4,1,FCG,1999,1454,,1802107.114,
458,4,1,BIC,2000,1620,,1215009.72,
458,4,1,BIC,2001,1190,,804816.1114,
458,4,1,BIC,2002,991,,839748.8232,
458,4,1,BIC,1950,386,F,,
458,4,1,BIC,1951,393,F,,
458,4,1,BIC,1952,400,F,,
458,4,1,BIC,1953,408,F,,
458,4,1,BIC,1954,415,F,,
458,4,1,BIC,1955,423,F,,
458,4,1,BIC,1956,430,F,,
458,4,1,BIC,1957,438,F,,
458,4,1,BIC,1958,445,F,,
458,4,1,BIC,1959,452,F,,
458,4,1,BIC,1960,460,F,,
458,4,1,BIC,1961,467,F,,
458,4,1,BIC,1962,475,F,,
458,4,1,BIC,1963,482,F,,
458,4,1,BIC,1964,489,F,,
458,4,1,BIC,1965,497,F,,
458,4,1,BIC,1966,504,F,,
458,4,1,BIC,1967,512,F,,
458,4,1,BIC,1968,519,F,,
458,4,1,BIC,1969,527,F,,
458,4,1,BIC,1970,534,F,,
458,4,1,FGS,1957,0,-,,
458,4,1,FGS,1958,0,-,,
458,4,1,FGS,1959,0,-,,
458,4,1,FGS,1960,0,-,,
458,4,1,FGS,1961,0,-,,
458,4,1,FGS,1962,0,-,,
458,4,1,FGS,1963,0,-,,
458,4,1,FGS,1964,0,-,,
458,4,1,FGS,1965,0,-,,
458,4,1,FGS,1966,0,-,,
458,4,1,FGS,1967,0,-,,
458,4,1,FGS,1968,0,-,,
458,4,1,FGS,1969,0,-,,
458,4,1,FGS,1970,0,-,,
458,4,1,FGS,1971,0,-,,
458,4,1,FGS,1972,0,-,,
458,4,1,FGS,1973,0,-,,
458,4,1,FGS,1974,0,-,,
458,4,1,FGS,1975,0,-,,
458,4,1,FGS,1976,1,,,
458,4,1,FGS,1977,2,F,,
458,4,1,FGS,1978,3,F,,
458,4,1,FGS,1979,7,F,,
458,4,1,FGS,1980,12,F,,
458,4,1,FGS,1981,17,,,
458,4,1,FGS,1982,122,,,
458,4,1,FGS,1983,50,F,,
458,4,1,FGS,1984,6,,4328.0055,
458,4,1,FGS,1985,13,,10473.892,
458,4,1,FGS,1986,107,,131470.3832,
458,4,1,FGS,1987,0,-,0,
458,4,1,FGS,1988,0,-,0,
458,4,1,FGS,1989,0,-,0,
458,4,1,FGS,1990,0,-,0,
458,4,1,FGS,1991,0,-,0,
458,4,1,FGS,1992,0,-,0,
458,4,1,FGS,1993,0,-,0,
458,4,1,FGS,1994,0,-,0,
458,4,1,FGS,1995,0,-,0,
458,4,1,FGS,1996,0,-,0,
458,4,1,FGS,1997,0,-,0,
458,4,1,FGS,1998,0,-,0,
458,4,1,FGS,1999,0,-,0,
458,4,1,FIS,2000,1242,,2199664.966,
458,4,1,FIS,2001,1126,,1875679.698,
458,4,1,FIS,2002,1333,,1848675.316,
458,4,1,FIS,1984,0,-,0,
458,4,1,FIS,1985,0,-,0,
458,4,1,FIS,1986,0,-,0,
458,4,1,FIS,1987,0,-,0,
458,4,1,FIS,1988,0,-,0,
458,4,1,FIS,1989,0,-,0,
458,4,1,FIS,1990,0,-,0,
458,4,1,FIS,1991,0,-,0,
458,4,1,FIS,1992,0,-,0,
458,4,1,FIS,1993,108,,240434.811,
458,4,1,FIS,1994,18,,37752.759,
458,4,1,FIS,1995,181,,318995.9747,
458,4,1,FIS,1996,212,,443183.2567,
458,4,1,FIS,1997,280,,578880.372,
458,4,1,FIS,1998,595,,849999.864,
458,4,1,FIS,1999,1241,,2201035.086,
458,4,1,FRF,2000,9271,,7465654.462,
458,4,1,FRF,2001,3331,,3041730.164,
458,4,1,FRF,2002,1879,,1775174.728,
458,4,1,FRF,1984,264,,184798.152,
458,4,1,FRF,1985,154,,144547.7664,
458,4,1,FRF,1986,281,,376848.9483,
458,4,1,FRF,1987,33,,45845.877,
458,4,1,FRF,1988,409,,818000,
458,4,1,FRF,1989,420,,840000,
458,4,1,FRF,1990,2792,,3127742.467,
458,4,1,FRF,1991,994,,2067654.389,
458,4,1,FRF,1992,1852,,4902181.958,
458,4,1,FRF,1993,526,,811325.6755,
458,4,1,FRF,1994,789,,1200503.416,
458,4,1,FRF,1995,777,,923254.9431,
458,4,1,FRF,1996,718,,861773.4832,
458,4,1,FRF,1997,863,,948438.9072,
458,4,1,PRF,1959,0,-,,
458,4,1,PRF,1960,0,-,,
458,4,1,PRF,1961,0,-,,
458,4,1,PRF,1962,0,-,,
458,4,1,PRF,1963,0,-,,
458,4,1,PRF,1964,0,-,,
458,4,1,PRF,1965,0,-,,
458,4,1,PRF,1966,0,-,,
458,4,1,PRF,1967,0,-,,
458,4,1,PRF,1968,0,-,,
458,4,1,PRF,1969,0,-,,
458,4,1,PRF,1970,0,-,,
458,4,1,PRF,1971,0,-,,
458,4,1,PRF,1972,0,-,,
380,5,1,STU,1993,310,,4030000,
380,5,1,STU,1994,333,,3330000,
380,5,1,STU,1995,500,,4500000,
380,5,1,STU,1996,500,,3240000,
380,5,1,STU,1997,500,,3528000,
380,5,1,STU,1998,400,,2764800,
380,5,1,STU,1999,450,,2613600,
380,5,1,TRS,2002,170,,405266.4,
380,5,1,TRR,2000,44500,,99484200,
380,5,1,TRR,2001,44000,,115500369.6,
380,5,1,TRR,2002,33770,,65809625.2,
380,5,1,TRR,1950,0,-,,
380,5,1,TRR,1951,0,-,,
380,5,1,TRR,1952,0,-,,
380,5,1,TRR,1953,0,-,,
380,5,1,TRR,1954,0,-,,
380,5,1,TRR,1955,10,F,,
380,5,1,TRR,1956,50,F,,
380,5,1,TRR,1957,100,F,,
380,5,1,TRR,1958,500,F,,
380,5,1,TRR,1959,1000,F,,
380,5,1,TRR,1960,1290,F,,
380,5,1,TRR,1961,2870,F,,
380,5,1,TRR,1962,4320,F,,
380,5,1,TRR,1963,5670,F,,
380,5,1,TRR,1964,6930,F,,
380,5,1,TRR,1965,8100,F,,
380,5,1,TRR,1966,9210,F,,
380,5,1,TRR,1967,8500,,,
380,5,1,TRR,1968,12000,,,
380,5,1,TRR,1969,13000,,,
380,5,1,TRR,1970,13500,,,
380,5,1,TRR,1971,13000,,,
380,5,1,TRR,1972,15500,,,
380,5,1,TRR,1973,15000,,,
380,5,1,TRR,1974,16430,,,
380,5,1,TRR,1975,16000,,,
380,5,1,TRR,1976,17000,,,
380,5,1,TRR,1977,17250,F,,
380,5,1,TRR,1978,17840,F,,
380,5,1,TRR,1979,19980,F,,
380,5,1,TRR,1980,20400,F,,
380,5,1,TRR,1981,20700,F,,
380,5,1,TRR,1982,20900,F,,
380,5,1,TRR,1983,20000,F,,
380,5,1,TRR,1984,23000,,82475240,
380,5,1,TRR,1985,25000,,78900000,
380,5,1,TRR,1986,25000,,92537500,
380,5,1,TRR,1987,27000,,104220000,
380,5,1,TRR,1988,30000,,103950000,
380,5,1,TRR,1989,33000,,98633700,
380,5,1,TRR,1990,35000,,102410000,
380,5,1,TRR,1991,38000,,122968000,
380,5,1,TRR,1992,40000,,136000000,
380,5,1,TRR,1993,42000,,147000000,
380,5,1,TRR,1994,45000,,97807500,
380,5,1,TRR,1995,50000,,107450000,
380,5,1,TRR,1996,48000,,108864000,
380,5,1,TRR,1997,51000,,119952000,
380,5,1,TRR,1998,48000,,124416000,
380,5,1,TRR,1999,44000,,85184000,
380,5,1,FCP,2000,700,,2347380,
380,5,1,FCP,2001,700,,1962506.28,
380,5,1,FCP,2002,232,,403828.48,
380,5,1,FCP,1950,50,F,,
380,5,1,FCP,1951,50,F,,
380,5,1,FCP,1952,50,F,,
380,5,1,FCP,1953,50,F,,
380,5,1,FCP,1954,50,F,,
380,5,1,FCP,1955,50,F,,
380,5,1,FCP,1956,50,F,,
380,5,1,FCP,1957,50,F,,
380,5,1,FCP,1958,50,F,,
380,5,1,FCP,1959,50,F,,
380,5,1,FCP,1960,100,F,,
380,5,1,FCP,1961,100,F,,
380,5,1,FCP,1962,100,F,,
380,5,1,FCP,1963,100,F,,
380,5,1,FCP,1964,100,F,,
380,5,1,FCP,1965,100,F,,
380,5,1,FCP,1966,100,F,,
380,5,1,FCP,1967,100,F,,
380,5,1,FCP,1968,100,F,,
380,5,1,FCP,1969,100,F,,
380,5,1,FCP,1970,200,F,,
380,5,1,FCP,1971,200,F,,
380,5,1,FCP,1972,200,F,,
380,5,1,FCP,1973,200,F,,
380,5,1,FCP,1974,500,F,,
380,5,1,FCP,1975,500,F,,
380,5,1,FCP,1976,500,F,,
380,5,1,FCP,1977,500,F,,
380,5,1,FCP,1978,500,F,,
380,5,1,FCP,1979,500,F,,
380,5,1,FCP,1981,600,F,,
380,5,1,FCP,1982,600,F,,
380,5,1,FCP,1983,600,F,,
380,5,1,FCP,1984,700,,1530851,
380,5,1,FCP,1985,800,,1611664,
380,5,1,FCP,1986,800,,2062072,
380,5,1,FCP,1987,500,,1478380,
380,5,1,FCP,1988,500,,1474550,
380,5,1,FCP,1989,375,F,820125,
380,5,1,FCP,1990,375,,1097250,
380,5,1,FCP,1991,375,,1213500,
380,5,1,FCP,1992,350,,910000,
380,5,1,FCP,1993,350,,910000,
380,5,1,FCP,1994,380,,988000,
380,5,1,FCP,1995,600,,1842000,
380,5,1,FCP,1996,600,,1944000,
380,5,1,FCP,1997,700,,2469600,
380,5,1,FCP,1998,700,,2419200,
380,5,1,FCP,1999,700,,2032800,
380,5,1,ITM,2000,550,,2151765,
380,5,1,ITM,2001,650,,2234382.15,
380,5,1,ITM,1950,0,-,,
380,5,1,ITM,1951,0,-,,
380,5,1,ITM,1952,0,-,,
380,5,1,ITM,1953,0,-,,
380,5,1,ITM,1954,0,-,,
380,5,1,ITM,1955,0,-,,
380,5,1,ITM,1956,0,-,,
380,5,1,ITM,1957,0,-,,
380,5,1,ITM,1958,0,-,,
380,5,1,ITM,1959,0,-,,
380,5,1,ITM,1960,0,-,,
380,5,1,ITM,1961,0,-,,
408,61,3,MOL,1995,68546,,37700300,
408,61,3,MOL,1996,77842,,42813100,
408,61,3,MOL,1997,66644,,39986400,
408,61,3,MOL,1998,65000,F,39000000,
408,61,3,MOL,1999,65000,F,39000000,
408,61,3,LNJ,2000,360000,F,198000000,
408,61,3,LNJ,2001,444295,,244362250,
408,61,3,LNJ,2002,444295,,244362250,
608,71,3,CAU,1992,20970,F,5888376,
608,71,3,CAU,1993,25169,,7040272.68,
608,71,3,CAU,1994,26787,,4766692.54,
608,71,3,CAU,1995,4040,,458624.1936,
608,71,3,CAU,1996,5141,,641258.2652,
608,71,3,CAU,1997,13713,,1503973.549,
608,71,3,CAU,1998,28704,,1719722.659,
608,71,3,CAU,1999,22751,,2271433.221,
608,71,3,EMA,1975,14000,F,,
608,71,3,EMA,1976,12000,F,,
608,71,3,EMA,1974,16000,F,,
608,71,3,EMA,1977,22685,F,,
608,71,3,EMA,1978,75009,F,,
608,71,3,EMA,1979,94373,F,,
608,71,3,EMA,1980,118130,,,
608,71,3,EMA,1981,73855,,,
608,71,3,EMA,1982,96752,,,
608,71,3,EMA,1983,117661,,,
608,71,3,EMA,1984,126430,F,25032909.27,
608,71,3,EMA,1985,162385,F,28236232.1,
608,71,3,EMA,1986,150259,F,23863025.47,
608,71,3,EMA,1987,196548,F,30861399.13,
608,71,3,EMA,1988,228201,F,36599936.83,
608,71,3,EMA,1989,239142,F,37226935.02,
608,71,3,EMA,1990,259146,F,37353426.76,
608,71,3,EMA,1991,252566,F,32952774.99,
608,71,3,EMA,1992,311060,F,45249898.2,
608,71,3,EMA,1993,357997,,34863179.85,
608,71,3,EMA,1994,440669,,39876873.73,
608,71,3,EMA,1995,562003,,53442631.08,
608,71,3,EMA,1996,638853,,64626714.46,
608,71,3,EMA,1997,630375,,49634710.71,
608,71,3,EMA,1998,639207,,42016579.52,
608,71,3,EMA,1999,653277,,58165011.96,
608,71,3,EMA,2000,644319,,46962780.49,
608,71,3,EMA,2001,688089,,49412923.41,
608,71,3,EMA,1966,1000,F,,
608,71,3,EMA,1967,1000,F,,
608,71,3,EMA,1968,1000,F,,
608,71,3,EMA,1969,1000,F,,
608,71,3,EMA,1970,1000,F,,
608,71,3,EMA,1971,3000,F,,
608,71,3,EMA,1972,3000,F,,
608,71,3,EMA,1973,5000,F,,
620,27,3,SOL,2001,17,,221000,
620,27,3,SOL,1978,2,F,,
620,27,3,SOL,1979,2,F,,
620,27,3,SOL,1980,4,F,,
620,27,3,SOL,1981,2,F,,
620,27,3,SOL,1982,30,F,,
620,27,3,SOL,1983,34,F,,
620,27,3,SOL,1984,35,,242103.96,
620,27,3,SOL,1985,35,,206964.38,
620,27,3,SOL,1986,37,,248977.958,
620,27,3,SOL,1987,38,,271533.484,
620,27,3,SOL,1988,39,,273107.874,
620,27,3,SOL,1989,4,,45592.404,
620,27,3,SOL,1990,2,,25301.136,
620,27,3,SOL,1991,3,,42318.432,
620,27,3,SOL,1992,5,,67567.5,
620,27,3,SOL,1993,4,,54000,
620,27,3,SOL,1994,2,,27200,
620,27,3,SOL,1995,5,,67500,
620,27,3,SOL,1996,8,,108000,
620,27,3,SOL,1997,7,,94500,
620,27,3,SOL,1998,10,,130000,
620,27,3,SOL,1999,5,,67500,
620,27,2,BLL,1984,0,-,0,
620,27,2,BLL,1985,0,-,0,
620,27,2,BLL,1986,0,-,0,
620,27,2,BLL,1987,0,-,0,
620,27,2,BLL,1988,0,-,0,
620,27,2,BLL,1989,0,-,0,
620,27,2,BLL,1990,0,-,0,
620,27,2,BLL,1991,0,-,0,
620,27,2,BLL,1992,0,-,0,
620,27,2,BLL,1993,0,-,0,
620,27,2,BLL,1994,0,-,0,
620,27,2,BLL,1995,0,-,0,
620,27,2,BLL,1996,42,,411600,
620,27,2,BLL,1997,20,,196000,
620,27,2,FRF,2000,0,-,0,
620,27,2,FRF,2001,0,-,0,
620,27,2,FRF,1984,0,-,0,
620,27,2,FRF,1985,0,-,0,
620,27,2,FRF,1986,0,-,0,
620,27,2,FRF,1987,0,-,0,
620,27,2,FRF,1988,0,-,0,
620,27,2,FRF,1989,0,-,0,
620,27,2,FRF,1990,0,-,0,
620,27,2,FRF,1991,0,-,0,
620,27,2,FRF,1992,0,-,0,
620,27,2,FRF,1993,0,-,0,
620,27,2,FRF,1994,1,,4000,
620,27,2,FRF,1995,6,,24000,
620,27,2,FRF,1996,0,0,0,
620,27,2,FRF,1997,3,,12000,
620,27,2,FRF,1998,0,-,0,
620,27,2,FRF,1999,0,-,0,
620,5,1,FRF,2000,0,-,0,
620,5,1,FRF,2001,0,-,0,
620,5,1,FRF,1984,0,-,0,
620,5,1,FRF,1985,0,-,0,
620,5,1,FRF,1986,0,-,0,
620,5,1,FRF,1987,0,-,0,
620,5,1,FRF,1988,0,-,0,
620,5,1,FRF,1989,0,-,0,
620,5,1,FRF,1990,0,-,0,
620,5,1,FRF,1991,0,-,0,
620,5,1,FRF,1992,0,-,0,
620,5,1,FRF,1993,0,-,0,
620,5,1,FRF,1994,1,,4000,
620,5,1,FRF,1995,0,0,0,
620,5,1,FRF,1996,0,0,0,
620,5,1,FRF,1997,0,-,0,
620,5,1,FRF,1998,0,-,0,
620,5,1,FRF,1999,0,-,0,
620,27,3,MZZ,2000,9,,40500,
620,27,3,MZZ,2001,7,,32900,
620,27,3,MZZ,1984,0,-,0,
620,27,3,MZZ,1985,0,-,0,
620,27,3,MZZ,1986,0,-,0,
620,27,3,MZZ,1987,0,-,0,
620,27,3,MZZ,1988,0,-,0,
620,27,3,MZZ,1989,0,-,0,
620,27,3,MZZ,1990,0,-,0,
620,27,3,MZZ,1991,0,-,0,
620,27,3,MZZ,1992,0,-,0,
620,27,3,MZZ,1993,0,-,0,
620,27,3,MZZ,1994,0,-,0,
702,71,3,POO,1986,0,-,0,
702,71,3,POO,1987,0,-,0,
702,71,3,POO,1988,0,-,0,
702,71,3,POO,1989,0,-,0,
702,71,3,POO,1990,0,-,0,
702,71,3,POO,1991,0,-,0,
702,71,3,POO,1992,0,-,0,
702,71,3,POO,1993,0,-,0,
702,71,3,POO,1994,0,-,0,
702,71,3,POO,1995,0,-,0,
702,71,3,POO,1996,0,-,0,
702,71,3,POO,1997,0,-,0,
702,71,3,POO,1998,0,-,0,
702,71,3,POO,1999,0,-,0,
702,71,3,SNA,2000,138,,590048.3761,
702,71,3,SNA,2001,54,,268233.4332,
458,71,3,MSV,1993,1153,,179187.73,
458,71,3,MSV,1994,911,,138960.6604,
458,71,3,MSV,1995,745,,157440.5148,
458,71,3,MSV,1996,995,,193767.4841,
458,71,3,MSV,1997,1607,,297263.776,
458,71,3,MSV,1998,978,,149693.8536,
458,71,3,MSV,1999,9729,,1203265.179,
458,4,1,TTS,1999,5000,,25000000,
466,1,1,CLZ,2000,11,,9900,
466,1,1,CLZ,2001,150,F,135000,
466,1,1,CLZ,2002,300,F,345600,
466,1,1,CLZ,1988,3,,5047.5,
466,1,1,CLZ,1989,3,,4708.5,
466,1,1,CLZ,1990,3,F,4710,
380,37,3,SHR,1999,350,,2202200,
380,37,2,SBG,2000,1000,,6986250,
380,37,2,SBG,2001,1000,,4839301.2,
380,37,2,SBG,2002,684,,3468263.04,
380,37,2,SBG,1950,0,-,,
380,37,2,SBG,1951,0,-,,
380,37,2,SBG,1952,0,-,,
380,37,2,SBG,1953,0,-,,
380,37,2,SBG,1954,0,-,,
380,37,2,SBG,1955,0,-,,
380,37,2,SBG,1956,0,-,,
380,37,2,SBG,1957,0,-,,
380,37,2,SBG,1958,0,-,,
380,37,2,SBG,1959,0,-,,
380,37,2,SBG,1960,0,-,,
380,37,2,SBG,1961,0,-,,
380,37,2,SBG,1962,0,-,,
380,37,2,SBG,1963,0,-,,
380,37,2,SBG,1964,0,-,,
380,37,2,SBG,1965,0,-,,
380,37,2,SBG,1966,0,-,,
380,37,2,SBG,1967,0,-,,
380,37,2,SBG,1968,0,-,,
380,37,2,SBG,1969,0,-,,
380,37,2,SBG,1970,10,F,,
380,37,2,SBG,1971,10,F,,
380,37,2,SBG,1972,20,F,,
380,37,2,SBG,1973,40,F,,
380,37,2,SBG,1974,60,F,,
380,37,2,SBG,1975,80,F,,
380,37,2,SBG,1976,90,F,,
380,37,2,SBG,1977,110,F,,
380,37,2,SBG,1978,140,F,,
380,37,2,SBG,1979,160,F,,
380,37,2,SBG,1980,250,F,,
380,37,2,SBG,1981,200,F,,
380,37,2,SBG,1982,240,F,,
380,37,2,SBG,1983,310,F,,
380,37,2,SBG,1984,320,,3312165.44,
380,37,2,SBG,1985,360,,3432528.72,
380,37,2,SBG,1986,450,,5693580,
380,37,2,SBG,1987,550,,8067400,
380,37,2,SBG,1988,750,,11434500,
380,37,2,SBG,1989,500,,9112500,
380,37,2,SBG,1990,500,,9614000,
380,37,2,SBG,1991,605,,10767790,
380,37,2,SBG,1992,610,,9445850,
380,37,2,SBG,1993,650,,6624800,
380,37,2,SBG,1994,750,,7452000,
380,37,2,SBG,1995,850,,6784700,
380,37,2,SBG,1996,850,,7160400,
380,37,2,SBG,1997,800,,6115200,
380,37,2,SBG,1998,900,,6998400,
380,37,2,SBG,1999,900,,5662800,
380,37,3,SBG,2000,5000,,34931250,
380,37,3,SBG,2001,6800,,32907248.16,
380,37,3,SBG,2002,4275,,21676644,
380,37,3,SBG,1989,350,,6378750,
380,37,3,SBG,1990,350,,6729800,
380,37,3,SBG,1991,360,,6407280,
380,37,3,SBG,1992,460,,7123100,
380,37,3,SBG,1993,877,,8938384,
380,37,3,SBG,1994,1100,,10929600,
380,37,3,SBG,1995,2350,,18757700,
380,37,3,SBG,1996,2800,,23587200,
380,37,3,SBG,1997,3100,,23696400,
380,37,3,SBG,1998,4600,,35769600,
380,37,3,SBG,1999,4800,,30201600,
380,37,2,TUR,2000,0,-,0,
380,37,2,TUR,2001,0,-,0,
380,37,2,TUR,2002,3,,28380,
380,37,2,TUR,1970,0,-,,
380,37,2,TUR,1971,0,-,,
380,37,2,TUR,1972,0,-,,
380,37,2,TUR,1973,0,-,,
380,37,2,TUR,1974,0,-,,
380,37,2,TUR,1975,0,-,,
380,37,2,TUR,1976,0,-,,
380,37,2,TUR,1977,0,-,,
380,37,2,TUR,1978,0,-,,
380,37,2,TUR,1979,0,-,,
380,37,2,TUR,1980,0,-,,
380,37,2,TUR,1981,0,-,,
380,37,2,TUR,1982,0,-,,
380,37,2,TUR,1983,0,-,,
380,37,2,TUR,1984,0,-,0,
380,37,2,TUR,1985,0,-,0,
380,37,2,TUR,1986,0,-,0,
380,37,2,TUR,1987,0,-,0,
380,37,2,TUR,1988,0,-,0,
380,37,2,TUR,1989,0,-,0,
380,37,2,TUR,1990,0,-,0,
380,37,2,TUR,1991,0,-,0,
380,37,2,TUR,1992,0,-,0,
380,37,2,TUR,1993,0,-,0,
380,37,2,TUR,1994,0,-,0,
380,37,2,TUR,1995,0,-,0,
380,37,2,TUR,1996,0,-,0,
380,37,2,TUR,1997,0,-,0,
380,37,2,TUR,1998,0,-,0,
380,37,2,TUR,1999,0,-,0,
380,5,1,FRF,2002,276,,1216707.36,
410,4,1,PCA,2001,65,,626110.875,
410,4,1,PCA,1984,0,-,0,
410,4,1,PCA,1985,0,-,0,
410,4,1,PCA,1986,0,-,0,
410,4,1,PCA,1987,0,-,0,
410,4,1,PCA,1988,0,-,0,
410,4,1,PCA,1989,0,-,0,
410,4,1,PCA,1990,0,-,0,
410,4,1,PCA,1991,0,-,0,
410,4,1,PCA,1992,0,-,0,
410,4,1,PCA,1993,0,-,0,
410,4,1,PCA,1994,0,-,0,
410,4,1,PCA,1995,9,,188839.53,
410,4,1,PCA,1996,43,,774000,
410,4,1,PCA,1997,89,,1333615.872,
410,4,1,PCA,1998,428,,2702655.648,
410,4,1,PCA,1999,208,,1914850.08,
410,4,1,FCY,2000,0,-,0,
410,4,1,FCY,2001,0,-,0,
410,4,1,FCY,2002,0,-,0,
410,4,1,FCY,1970,0,-,,
410,4,1,FCY,1971,0,-,,
410,4,1,FCY,1972,0,-,,
410,4,1,FCY,1973,0,-,,
410,4,1,FCY,1974,0,-,,
410,4,1,FCY,1975,0,-,,
410,4,1,FCY,1976,0,-,,
410,4,1,FCY,1977,0,-,,
410,4,1,FCY,1978,0,-,,
410,4,1,FCY,1979,0,-,,
410,4,1,FCY,1980,0,-,,
410,4,1,FCY,1981,18,,,
458,4,1,FRF,1998,5141,,5075425.208,
458,4,1,FRF,1999,2801,,2926165.618,
458,57,2,MZZ,2000,236,,835322.472,
458,57,2,MZZ,2001,1504,,4001433.18,
458,57,2,MZZ,2002,1941,,4597142.04,
458,57,2,MZZ,1984,4,,5121.9,
458,57,2,MZZ,1985,68,,136966.28,
458,57,2,MZZ,1986,5,,11628.03,
458,57,2,MZZ,1987,0,0,0,
458,57,2,MZZ,1988,0,0,0,
458,57,2,MZZ,1989,5,,12000,
458,57,2,MZZ,1990,0,0,0,
458,57,2,MZZ,1991,0,0,0,
458,57,2,MZZ,1992,199,,668983.474,
458,57,2,MZZ,1993,515,,2561156.8,
458,57,2,MZZ,1994,547,,3529402.477,
458,57,2,MZZ,1995,362,,1414552.286,
458,57,2,MZZ,1996,381,,1627778.018,
458,57,2,MZZ,1997,298,,3364738.535,
458,57,2,MZZ,1998,270,,2769565.883,
458,57,2,MZZ,1999,315,,1273201.252,
458,71,2,MZZ,2000,1107,,3932794.62,
458,71,2,MZZ,2001,511,,1359529.491,
458,71,2,MZZ,2002,728,,1724224.32,
458,71,2,MZZ,1984,0,-,0,
458,71,2,MZZ,1985,0,-,0,
458,71,2,MZZ,1986,0,0,0,
458,71,2,MZZ,1987,1,,2400,
458,71,2,MZZ,1988,1,,2400,
458,71,2,MZZ,1989,2,,4800,
458,71,2,MZZ,1990,52,,116698.4208,
458,71,2,MZZ,1991,69,,169876.4958,
458,71,2,MZZ,1992,2,,6723.452,
458,71,2,MZZ,1993,124,,616666.88,
458,71,2,MZZ,1994,195,,1258196.495,
458,71,2,MZZ,1995,268,,1047237.604,
458,71,2,MZZ,1996,122,,521230.7565,
458,71,2,MZZ,1997,217,,2450161.953,
458,71,2,MZZ,1998,208,,2133591.495,
458,71,2,MZZ,1999,514,,2077541.09,
810,7,1,STU,2010,0,-,0,
810,7,1,WHF,2010,0,-,0,
810,7,1,SLX,2010,0,-,0,
810,61,3,SLX,2010,0,-,0,
810,37,3,MUL,2010,0,-,0,
810,61,3,FLX,2010,0,-,0,
810,61,3,SWB,2010,0,-,0,
380,5,1,ITM,1990,1800,,9028800,
380,5,1,ITM,1991,1800,,8737200,
380,5,1,ITM,1992,1800,,8802000,
380,5,1,ITM,1993,1750,,7875000,
380,5,1,ITM,1994,1882,,8469000,
380,5,1,ITM,1995,800,,2947200,
380,5,1,ITM,1996,400,,1555200,
380,5,1,ITM,1997,800,,3292800,
380,5,1,ITM,1998,700,,2822400,
380,5,1,ITM,1999,750,,2541000,
380,37,2,ELE,2000,250,,1676700,
380,37,2,ELE,2001,200,,1107146.4,
380,37,2,ELE,2002,77,,455262.5,
380,37,2,ELE,1950,45,,,
380,37,2,ELE,1951,65,,,
380,37,2,ELE,1952,54,,,
380,37,2,ELE,1953,66,F,,
380,37,2,ELE,1954,73,F,,
360,4,1,FGS,2000,3478,,7303800,
360,4,1,FGS,2001,2808,,5896800,
360,4,1,FGS,2002,2857,,1626975.79,
360,4,1,FGS,1950,464,F,,
360,4,1,FGS,1951,483,F,,
360,4,1,FGS,1952,502,F,,
360,4,1,FGS,1953,521,F,,
360,4,1,FGS,1954,542,F,,
360,4,1,FGS,1955,563,F,,
360,4,1,FGS,1956,585,F,,
360,4,1,FGS,1957,608,F,,
360,4,1,FGS,1958,632,F,,
360,4,1,FGS,1959,657,F,,
360,4,1,FGS,1960,683,F,,
360,4,1,FGS,1961,709,F,,
360,4,1,FGS,1962,737,F,,
360,4,1,FGS,1963,766,F,,
360,4,1,FGS,1964,796,F,,
360,4,1,FGS,1965,827,F,,
360,4,1,FGS,1966,860,F,,
360,4,1,FGS,1967,894,F,,
360,4,1,FGS,1968,929,F,,
360,4,1,FGS,1969,965,F,,
360,4,1,FGS,1970,1003,F,,
360,4,1,FGS,1971,1042,F,,
360,4,1,FGS,1972,1083,F,,
360,4,1,FGS,1973,1002,,,
360,4,1,FGS,1974,1077,,,
360,4,1,FGS,1975,1362,,,
360,4,1,FGS,1976,1341,,,
360,4,1,FGS,1977,1081,,,
360,4,1,FGS,1978,1340,,,
360,4,1,FGS,1979,1437,,,
360,4,1,FGS,1980,1599,,,
360,4,1,FGS,1981,1826,,,
360,4,1,FGS,1982,1448,,,
360,4,1,FGS,1983,1300,,,
360,4,1,FGS,1984,1281,,1921500,
360,4,1,FGS,1985,1410,,2115000,
360,4,1,FGS,1986,1414,,2121000,
360,4,1,FGS,1987,1946,,3502800,
360,4,1,FGS,1988,2000,F,4000000,
360,4,1,FGS,1989,2000,F,4000000,
360,4,1,FGS,1990,2464,,4928000,
360,4,1,FGS,1991,2039,,4281900,
360,4,1,FGS,1992,2760,,5796000,
360,4,1,FGS,1993,1821,,4006200,
360,4,1,FGS,1994,2626,,5777200,
360,4,1,FGS,1995,3397,,7133700,
360,4,1,FGS,1996,3115,,6541500,
